day,group,actual_workers,shift,shift_workers,first_start,first_end,second_start,second_end
7,1,39,8,0,10:00,14:00,14:00,18:00
7,1,39,9,0,10:00,14:00,15:00,19:00
7,1,39,10,3,11:00,15:00,15:00,19:00
7,2,30,1,7,08:00,12:00,12:00,16:00
7,2,30,2,0,08:00,12:00,13:00,17:00
7,2,30,3,3,08:00,12:00,14:00,18:00
7,2,30,4,13,08:00,12:00,15:00,19:00
7,2,30,5,0,09:00,13:00,13:00,17:00
7,2,30,6,0,09:00,13:00,14:00,18:00
7,2,30,7,0,09:00,13:00,15:00,19:00
7,2,30,8,2,10:00,14:00,14:00,18:00
7,2,30,9,0,10:00,14:00,15:00,19:00
7,2,30,10,5,11:00,15:00,15:00,19:00
7,3,40,1,13,08:00,12:00,12:00,16:00
7,3,40,2,0,08:00,12:00,13:00,17:00
7,3,40,3,0,08:00,12:00,14:00,18:00
7,3,40,4,13,08:00,12:00,15:00,19:00
7,3,40,5,0,09:00,13:00,13:00,17:00
7,3,40,6,0,09:00,13:00,14:00,18:00
7,3,40,7,0,09:00,13:00,15:00,19:00
7,3,40,8,0,10:00,14:00,14:00,18:00
7,3,40,9,6,10:00,14:00,15:00,19:00
7,3,40,10,8,11:00,15:00,15:00,19:00
7,4,37,1,7,08:00,12:00,12:00,16:00
7,4,37,2,0,08:00,12:00,13:00,17:00
7,4,37,3,1,08:00,12:00,14:00,18:00
7,4,37,4,13,08:00,12:00,15:00,19:00
7,4,37,5,0,09:00,13:00,13:00,17:00
7,4,37,6,0,09:00,13:00,14:00,18:00
7,4,37,7,0,09:00,13:00,15:00,19:00
7,4,37,8,11,10:00,14:00,14:00,18:00
7,4,37,9,0,10:00,14:00,15:00,19:00
7,4,37,10,5,11:00,15:00,15:00,19:00
7,5,44,1,16,08:00,12:00,12:00,16:00
7,5,44,2,0,08:00,12:00,13:00,17:00
7,5,44,3,4,08:00,12:00,14:00,18:00
7,5,44,4,17,08:00,12:00,15:00,19:00
7,5,44,5,0,09:00,13:00,13:00,17:00
7,5,44,6,0,09:00,13:00,14:00,18:00
7,5,44,7,0,09:00,13:00,15:00,19:00
7,5,44,8,7,10:00,14:00,14:00,18:00
7,5,44,9,0,10:00,14:00,15:00,19:00
7,5,44,10,0,11:00,15:00,15:00,19:00
7,6,39,1,11,08:00,12:00,12:00,16:00
7,6,39,2,0,08:00,12:00,13:00,17:00
7,6,39,3,0,08:00,12:00,14:00,18:00
7,6,39,4,21,08:00,12:00,15:00,19:00
7,6,39,5,0,09:00,13:00,13:00,17:00
7,6,39,6,0,09:00,13:00,14:00,18:00
7,6,39,7,7,09:00,13:00,15:00,19:00
7,6,39,8,0,10:00,14:00,14:00,18:00
7,6,39,9,0,10:00,14:00,15:00,19:00
7,6,39,10,0,11:00,15:00,15:00,19:00
7,7,42,1,22,08:00,12:00,12:00,16:00
7,7,42,2,0,08:00,12:00,13:00,17:00
7,7,42,3,9,08:00,12:00,14:00,18:00
7,7,42,4,11,08:00,12:00,15:00,19:00
7,7,42,5,0,09:00,13:00,13:00,17:00
7,7,42,6,0,09:00,13:00,14:00,18:00
7,7,42,7,0,09:00,13:00,15:00,19:00
7,7,42,8,0,10:00,14:00,14:00,18:00
7,7,42,9,0,10:00,14:00,15:00,19:00
7,7,42,10,0,11:00,15:00,15:00,19:00
7,8,34,1,6,08:00,12:00,12:00,16:00
7,8,34,2,0,08:00,12:00,13:00,17:00
7,8,34,3,0,08:00,12:00,14:00,18:00
7,8,34,4,8,08:00,12:00,15:00,19:00
7,8,34,5,0,09:00,13:00,13:00,17:00
7,8,34,6,6,09:00,13:00,14:00,18:00
7,8,34,7,9,09:00,13:00,15:00,19:00
7,8,34,8,5,10:00,14:00,14:00,18:00
7,8,34,9,0,10:00,14:00,15:00,19:00
7,8,34,10,0,11:00,15:00,15:00,19:00
7,9,35,1,8,08:00,12:00,12:00,16:00
7,9,35,2,0,08:00,12:00,13:00,17:00
7,9,35,3,0,08:00,12:00,14:00,18:00
7,9,35,4,10,08:00,12:00,15:00,19:00
7,9,35,5,0,09:00,13:00,13:00,17:00
7,9,35,6,0,09:00,13:00,14:00,18:00
7,9,35,7,4,09:00,13:00,15:00,19:00
7,9,35,8,0,10:00,14:00,14:00,18:00
7,9,35,9,7,10:00,14:00,15:00,19:00
7,9,35,10,6,11:00,15:00,15:00,19:00
7,10,45,1,17,08:00,12:00,12:00,16:00
7,10,45,2,0,08:00,12:00,13:00,17:00
7,10,45,3,1,08:00,12:00,14:00,18:00
7,10,45,4,17,08:00,12:00,15:00,19:00
7,10,45,5,0,09:00,13:00,13:00,17:00
7,10,45,6,0,09:00,13:00,14:00,18:00
7,10,45,7,0,09:00,13:00,15:00,19:00
7,10,45,8,10,10:00,14:00,14:00,18:00
7,10,45,9,0,10:00,14:00,15:00,19:00
7,10,45,10,0,11:00,15:00,15:00,19:00
8,1,28,1,2,08:00,12:00,12:00,16:00
8,1,28,2,3,08:00,12:00,13:00,17:00
8,1,28,3,0,08:00,12:00,14:00,18:00
8,1,28,4,9,08:00,12:00,15:00,19:00
8,1,28,5,0,09:00,13:00,13:00,17:00
8,1,28,6,0,09:00,13:00,14:00,18:00
8,1,28,7,0,09:00,13:00,15:00,19:00
8,1,28,8,0,10:00,14:00,14:00,18:00
8,1,28,9,3,10:00,14:00,15:00,19:00
8,1,28,10,11,11:00,15:00,15:00,19:00
8,2,27,1,4,08:00,12:00,12:00,16:00
8,2,27,2,0,08:00,12:00,13:00,17:00
8,2,27,3,0,08:00,12:00,14:00,18:00
8,2,27,4,12,08:00,12:00,15:00,19:00
8,2,27,5,0,09:00,13:00,13:00,17:00
8,2,27,6,0,09:00,13:00,14:00,18:00
8,2,27,7,0,09:00,13:00,15:00,19:00
8,2,27,8,0,10:00,14:00,14:00,18:00
8,2,27,9,5,10:00,14:00,15:00,19:00
8,2,27,10,6,11:00,15:00,15:00,19:00
8,3,43,1,14,08:00,12:00,12:00,16:00
8,3,43,2,0,08:00,12:00,13:00,17:00
8,3,43,3,0,08:00,12:00,14:00,18:00
8,3,43,4,14,08:00,12:00,15:00,19:00
8,3,43,5,0,09:00,13:00,13:00,17:00
8,3,43,6,0,09:00,13:00,14:00,18:00
8,3,43,7,0,09:00,13:00,15:00,19:00
8,3,43,8,3,10:00,14:00,14:00,18:00
8,3,43,9,12,10:00,14:00,15:00,19:00
8,3,43,10,0,11:00,15:00,15:00,19:00
8,4,34,1,12,08:00,12:00,12:00,16:00
8,4,34,2,1,08:00,12:00,13:00,17:00
8,4,34,3,7,08:00,12:00,14:00,18:00
8,4,34,4,5,08:00,12:00,15:00,19:00
8,4,34,5,0,09:00,13:00,13:00,17:00
8,4,34,6,0,09:00,13:00,14:00,18:00
8,4,34,7,0,09:00,13:00,15:00,19:00
8,4,34,8,2,10:00,14:00,14:00,18:00
8,4,34,9,0,10:00,14:00,15:00,19:00
8,4,34,10,7,11:00,15:00,15:00,19:00
8,5,37,1,13,08:00,12:00,12:00,16:00
8,5,37,2,0,08:00,12:00,13:00,17:00
8,5,37,3,0,08:00,12:00,14:00,18:00
8,5,37,4,17,08:00,12:00,15:00,19:00
8,5,37,5,0,09:00,13:00,13:00,17:00
8,5,37,6,0,09:00,13:00,14:00,18:00
8,5,37,7,0,09:00,13:00,15:00,19:00
8,5,37,8,3,10:00,14:00,14:00,18:00
8,5,37,9,4,10:00,14:00,15:00,19:00
8,5,37,10,0,11:00,15:00,15:00,19:00
8,6,39,1,11,08:00,12:00,12:00,16:00
8,6,39,2,0,08:00,12:00,13:00,17:00
8,6,39,3,0,08:00,12:00,14:00,18:00
8,6,39,4,16,08:00,12:00,15:00,19:00
8,6,39,5,0,09:00,13:00,13:00,17:00
8,6,39,6,0,09:00,13:00,14:00,18:00
8,6,39,7,1,09:00,13:00,15:00,19:00
8,6,39,8,0,10:00,14:00,14:00,18:00
8,6,39,9,11,10:00,14:00,15:00,19:00
8,6,39,10,0,11:00,15:00,15:00,19:00
8,7,40,1,21,08:00,12:00,12:00,16:00
8,7,40,2,3,08:00,12:00,13:00,17:00
8,7,40,3,0,08:00,12:00,14:00,18:00
8,7,40,4,16,08:00,12:00,15:00,19:00
8,7,40,5,0,09:00,13:00,13:00,17:00
8,7,40,6,0,09:00,13:00,14:00,18:00
8,7,40,7,0,09:00,13:00,15:00,19:00
8,7,40,8,0,10:00,14:00,14:00,18:00
8,7,40,9,0,10:00,14:00,15:00,19:00
8,7,40,10,0,11:00,15:00,15:00,19:00
8,8,40,1,13,08:00,12:00,12:00,16:00
8,8,40,2,0,08:00,12:00,13:00,17:00
8,8,40,3,2,08:00,12:00,14:00,18:00
8,8,40,4,10,08:00,12:00,15:00,19:00
8,8,40,5,0,09:00,13:00,13:00,17:00
8,8,40,6,0,09:00,13:00,14:00,18:00
8,8,40,7,0,09:00,13:00,15:00,19:00
8,8,40,8,0,10:00,14:00,14:00,18:00
8,8,40,9,0,10:00,14:00,15:00,19:00
8,8,40,10,15,11:00,15:00,15:00,19:00
8,9,35,1,5,08:00,12:00,12:00,16:00
8,9,35,2,12,08:00,12:00,13:00,17:00
8,9,35,3,1,08:00,12:00,14:00,18:00
8,9,35,4,9,08:00,12:00,15:00,19:00
8,9,35,5,3,09:00,13:00,13:00,17:00
8,9,35,6,0,09:00,13:00,14:00,18:00
8,9,35,7,0,09:00,13:00,15:00,19:00
8,9,35,8,0,10:00,14:00,14:00,18:00
8,9,35,9,0,10:00,14:00,15:00,19:00
8,9,35,10,5,11:00,15:00,15:00,19:00
8,10,45,1,19,08:00,12:00,12:00,16:00
8,10,45,2,0,08:00,12:00,13:00,17:00
8,10,45,3,0,08:00,12:00,14:00,18:00
8,10,45,4,19,08:00,12:00,15:00,19:00
8,10,45,5,0,09:00,13:00,13:00,17:00
8,10,45,6,0,09:00,13:00,14:00,18:00
8,10,45,7,3,09:00,13:00,15:00,19:00
8,10,45,8,2,10:00,14:00,14:00,18:00
8,10,45,9,2,10:00,14:00,15:00,19:00
8,10,45,10,0,11:00,15:00,15:00,19:00
9,1,28,1,12,08:00,12:00,12:00,16:00
9,1,28,2,0,08:00,12:00,13:00,17:00
9,1,28,3,0,08:00,12:00,14:00,18:00
9,1,28,4,8,08:00,12:00,15:00,19:00
9,1,28,5,0,09:00,13:00,13:00,17:00
9,1,28,6,0,09:00,13:00,14:00,18:00
9,1,28,7,0,09:00,13:00,15:00,19:00
9,1,28,8,0,10:00,14:00,14:00,18:00
9,1,28,9,2,10:00,14:00,15:00,19:00
9,1,28,10,6,11:00,15:00,15:00,19:00
9,2,30,1,11,08:00,12:00,12:00,16:00
9,2,30,2,0,08:00,12:00,13:00,17:00
9,2,30,3,10,08:00,12:00,14:00,18:00
9,2,30,4,0,08:00,12:00,15:00,19:00
9,2,30,5,0,09:00,13:00,13:00,17:00
9,2,30,6,0,09:00,13:00,14:00,18:00
9,2,30,7,0,09:00,13:00,15:00,19:00
9,2,30,8,0,10:00,14:00,14:00,18:00
9,2,30,9,0,10:00,14:00,15:00,19:00
9,2,30,10,9,11:00,15:00,15:00,19:00
9,3,33,1,16,08:00,12:00,12:00,16:00
9,3,33,2,0,08:00,12:00,13:00,17:00
9,3,33,3,0,08:00,12:00,14:00,18:00
9,3,33,4,11,08:00,12:00,15:00,19:00
9,3,33,5,0,09:00,13:00,13:00,17:00
9,3,33,6,0,09:00,13:00,14:00,18:00
9,3,33,7,0,09:00,13:00,15:00,19:00
9,3,33,8,0,10:00,14:00,14:00,18:00
9,3,33,9,3,10:00,14:00,15:00,19:00
9,3,33,10,3,11:00,15:00,15:00,19:00
9,4,41,1,18,08:00,12:00,12:00,16:00
9,4,41,2,0,08:00,12:00,13:00,17:00
9,4,41,3,0,08:00,12:00,14:00,18:00
9,4,41,4,11,08:00,12:00,15:00,19:00
9,4,41,5,0,09:00,13:00,13:00,17:00
9,4,41,6,0,09:00,13:00,14:00,18:00
9,4,41,7,0,09:00,13:00,15:00,19:00
9,4,41,8,0,10:00,14:00,14:00,18:00
9,4,41,9,12,10:00,14:00,15:00,19:00
9,4,41,10,0,11:00,15:00,15:00,19:00
9,5,38,1,13,08:00,12:00,12:00,16:00
9,5,38,2,0,08:00,12:00,13:00,17:00
9,5,38,3,2,08:00,12:00,14:00,18:00
9,5,38,4,14,08:00,12:00,15:00,19:00
9,5,38,5,0,09:00,13:00,13:00,17:00
9,5,38,6,1,09:00,13:00,14:00,18:00
9,5,38,7,0,09:00,13:00,15:00,19:00
9,5,38,8,0,10:00,14:00,14:00,18:00
9,5,38,9,0,10:00,14:00,15:00,19:00
9,5,38,10,8,11:00,15:00,15:00,19:00
9,6,31,1,9,08:00,12:00,12:00,16:00
9,6,31,2,0,08:00,12:00,13:00,17:00
9,6,31,3,2,08:00,12:00,14:00,18:00
9,6,31,4,10,08:00,12:00,15:00,19:00
9,6,31,5,0,09:00,13:00,13:00,17:00
9,6,31,6,8,09:00,13:00,14:00,18:00
9,6,31,7,0,09:00,13:00,15:00,19:00
9,6,31,8,2,10:00,14:00,14:00,18:00
9,6,31,9,0,10:00,14:00,15:00,19:00
9,6,31,10,0,11:00,15:00,15:00,19:00
9,7,32,1,7,08:00,12:00,12:00,16:00
9,7,32,2,0,08:00,12:00,13:00,17:00
9,7,32,3,0,08:00,12:00,14:00,18:00
9,7,32,4,8,08:00,12:00,15:00,19:00
9,7,32,5,0,09:00,13:00,13:00,17:00
9,7,32,6,0,09:00,13:00,14:00,18:00
9,7,32,7,0,09:00,13:00,15:00,19:00
9,7,32,8,16,10:00,14:00,14:00,18:00
9,7,32,9,1,10:00,14:00,15:00,19:00
9,7,32,10,0,11:00,15:00,15:00,19:00
9,8,32,1,14,08:00,12:00,12:00,16:00
9,8,32,2,0,08:00,12:00,13:00,17:00
9,8,32,3,2,08:00,12:00,14:00,18:00
9,8,32,4,9,08:00,12:00,15:00,19:00
9,8,32,5,0,09:00,13:00,13:00,17:00
9,8,32,6,3,09:00,13:00,14:00,18:00
9,8,32,7,0,09:00,13:00,15:00,19:00
9,8,32,8,4,10:00,14:00,14:00,18:00
9,8,32,9,0,10:00,14:00,15:00,19:00
9,8,32,10,0,11:00,15:00,15:00,19:00
9,9,30,1,4,08:00,12:00,12:00,16:00
9,9,30,2,0,08:00,12:00,13:00,17:00
9,9,30,3,0,08:00,12:00,14:00,18:00
9,9,30,4,8,08:00,12:00,15:00,19:00
9,9,30,5,0,09:00,13:00,13:00,17:00
9,9,30,6,0,09:00,13:00,14:00,18:00
9,9,30,7,16,09:00,13:00,15:00,19:00
9,9,30,8,0,10:00,14:00,14:00,18:00
9,9,30,9,2,10:00,14:00,15:00,19:00
9,9,30,10,0,11:00,15:00,15:00,19:00
9,10,30,1,0,08:00,12:00,12:00,16:00
9,10,30,2,0,08:00,12:00,13:00,17:00
9,10,30,3,1,08:00,12:00,14:00,18:00
9,10,30,4,22,08:00,12:00,15:00,19:00
9,10,30,5,0,09:00,13:00,13:00,17:00
9,10,30,6,4,09:00,13:00,14:00,18:00
9,10,30,7,0,09:00,13:00,15:00,19:00
9,10,30,8,3,10:00,14:00,14:00,18:00
9,10,30,9,0,10:00,14:00,15:00,19:00
9,10,30,10,0,11:00,15:00,15:00,19:00
10,1,33,1,21,08:00,12:00,12:00,16:00
10,1,33,2,1,08:00,12:00,13:00,17:00
10,1,33,3,0,08:00,12:00,14:00,18:00
10,1,33,4,11,08:00,12:00,15:00,19:00
10,1,33,5,0,09:00,13:00,13:00,17:00
10,1,33,6,0,09:00,13:00,14:00,18:00
10,1,33,7,0,09:00,13:00,15:00,19:00
10,1,33,8,0,10:00,14:00,14:00,18:00
10,1,33,9,0,10:00,14:00,15:00,19:00
10,1,33,10,0,11:00,15:00,15:00,19:00
10,2,34,1,4,08:00,12:00,12:00,16:00
10,2,34,2,0,08:00,12:00,13:00,17:00
10,2,34,3,0,08:00,12:00,14:00,18:00
10,2,34,4,7,08:00,12:00,15:00,19:00
10,2,34,5,16,09:00,13:00,13:00,17:00
10,2,34,6,7,09:00,13:00,14:00,18:00
10,2,34,7,0,09:00,13:00,15:00,19:00
10,2,34,8,0,10:00,14:00,14:00,18:00
10,2,34,9,0,10:00,14:00,15:00,19:00
10,2,34,10,0,11:00,15:00,15:00,19:00
10,3,35,1,14,08:00,12:00,12:00,16:00
10,3,35,2,0,08:00,12:00,13:00,17:00
10,3,35,3,0,08:00,12:00,14:00,18:00
10,3,35,4,5,08:00,12:00,15:00,19:00
10,3,35,5,0,09:00,13:00,13:00,17:00
10,3,35,6,0,09:00,13:00,14:00,18:00
10,3,35,7,0,09:00,13:00,15:00,19:00
10,3,35,8,0,10:00,14:00,14:00,18:00
10,3,35,9,5,10:00,14:00,15:00,19:00
10,3,35,10,11,11:00,15:00,15:00,19:00
10,4,30,1,4,08:00,12:00,12:00,16:00
10,4,30,2,8,08:00,12:00,13:00,17:00
10,4,30,3,5,08:00,12:00,14:00,18:00
10,4,30,4,2,08:00,12:00,15:00,19:00
10,4,30,5,10,09:00,13:00,13:00,17:00
10,4,30,6,0,09:00,13:00,14:00,18:00
10,4,30,7,0,09:00,13:00,15:00,19:00
10,4,30,8,0,10:00,14:00,14:00,18:00
10,4,30,9,0,10:00,14:00,15:00,19:00
10,4,30,10,1,11:00,15:00,15:00,19:00
10,5,28,1,6,08:00,12:00,12:00,16:00
10,5,28,2,8,08:00,12:00,13:00,17:00
10,5,28,3,0,08:00,12:00,14:00,18:00
10,5,28,4,2,08:00,12:00,15:00,19:00
10,5,28,5,0,09:00,13:00,13:00,17:00
10,5,28,6,0,09:00,13:00,14:00,18:00
10,5,28,7,0,09:00,13:00,15:00,19:00
10,5,28,8,7,10:00,14:00,14:00,18:00
10,5,28,9,5,10:00,14:00,15:00,19:00
10,5,28,10,0,11:00,15:00,15:00,19:00
10,6,39,1,13,08:00,12:00,12:00,16:00
10,6,39,2,0,08:00,12:00,13:00,17:00
10,6,39,3,6,08:00,12:00,14:00,18:00
10,6,39,4,12,08:00,12:00,15:00,19:00
10,6,39,5,0,09:00,13:00,13:00,17:00
10,6,39,6,0,09:00,13:00,14:00,18:00
10,6,39,7,0,09:00,13:00,15:00,19:00
10,6,39,8,3,10:00,14:00,14:00,18:00
10,6,39,9,0,10:00,14:00,15:00,19:00
10,6,39,10,5,11:00,15:00,15:00,19:00
10,7,30,1,0,08:00,12:00,12:00,16:00
10,7,30,2,22,08:00,12:00,13:00,17:00
10,7,30,3,0,08:00,12:00,14:00,18:00
10,7,30,4,4,08:00,12:00,15:00,19:00
10,7,30,5,1,09:00,13:00,13:00,17:00
10,7,30,6,0,09:00,13:00,14:00,18:00
10,7,30,7,0,09:00,13:00,15:00,19:00
10,7,30,8,0,10:00,14:00,14:00,18:00
10,7,30,9,0,10:00,14:00,15:00,19:00
10,7,30,10,3,11:00,15:00,15:00,19:00
10,8,30,1,3,08:00,12:00,12:00,16:00
10,8,30,2,0,08:00,12:00,13:00,17:00
10,8,30,3,4,08:00,12:00,14:00,18:00
10,8,30,4,17,08:00,12:00,15:00,19:00
10,8,30,5,0,09:00,13:00,13:00,17:00
10,8,30,6,3,09:00,13:00,14:00,18:00
10,8,30,7,0,09:00,13:00,15:00,19:00
10,8,30,8,3,10:00,14:00,14:00,18:00
10,8,30,9,0,10:00,14:00,15:00,19:00
10,8,30,10,0,11:00,15:00,15:00,19:00
10,9,37,1,12,08:00,12:00,12:00,16:00
10,9,37,2,0,08:00,12:00,13:00,17:00
10,9,37,3,0,08:00,12:00,14:00,18:00
10,9,37,4,17,08:00,12:00,15:00,19:00
10,9,37,5,0,09:00,13:00,13:00,17:00
10,9,37,6,0,09:00,13:00,14:00,18:00
10,9,37,7,0,09:00,13:00,15:00,19:00
10,9,37,8,0,10:00,14:00,14:00,18:00
10,9,37,9,0,10:00,14:00,15:00,19:00
10,9,37,10,8,11:00,15:00,15:00,19:00
10,10,29,1,2,08:00,12:00,12:00,16:00
10,10,29,2,0,08:00,12:00,13:00,17:00
10,10,29,3,0,08:00,12:00,14:00,18:00
10,10,29,4,8,08:00,12:00,15:00,19:00
10,10,29,5,0,09:00,13:00,13:00,17:00
10,10,29,6,0,09:00,13:00,14:00,18:00
10,10,29,7,3,09:00,13:00,15:00,19:00
10,10,29,8,0,10:00,14:00,14:00,18:00
10,10,29,9,0,10:00,14:00,15:00,19:00
10,10,29,10,16,11:00,15:00,15:00,19:00
