employee,group_employee,fixed_group,day,status
236,30,6,1,WORK
236,30,6,2,WORK
236,30,6,3,WORK
236,30,6,4,REST
236,30,6,5,WORK
236,30,6,6,REST
236,30,6,7,WORK
236,30,6,8,WORK
236,30,6,9,WORK
236,30,6,10,WORK
237,31,6,1,WORK
237,31,6,2,WORK
237,31,6,3,WORK
237,31,6,4,REST
237,31,6,5,WORK
237,31,6,6,REST
237,31,6,7,WORK
237,31,6,8,WORK
237,31,6,9,WORK
237,31,6,10,WORK
238,32,6,1,WORK
238,32,6,2,WORK
238,32,6,3,WORK
238,32,6,4,REST
238,32,6,5,WORK
238,32,6,6,REST
238,32,6,7,WORK
238,32,6,8,WORK
238,32,6,9,WORK
238,32,6,10,WORK
239,33,6,1,WORK
239,33,6,2,WORK
239,33,6,3,WORK
239,33,6,4,REST
239,33,6,5,WORK
239,33,6,6,REST
239,33,6,7,WORK
239,33,6,8,WORK
239,33,6,9,WORK
239,33,6,10,WORK
240,34,6,1,WORK
240,34,6,2,WORK
240,34,6,3,WORK
240,34,6,4,WORK
240,34,6,5,WORK
240,34,6,6,REST
240,34,6,7,WORK
240,34,6,8,WORK
240,34,6,9,REST
240,34,6,10,WORK
241,35,6,1,WORK
241,35,6,2,WORK
241,35,6,3,WORK
241,35,6,4,WORK
241,35,6,5,WORK
241,35,6,6,REST
241,35,6,7,WORK
241,35,6,8,WORK
241,35,6,9,REST
241,35,6,10,WORK
242,36,6,1,WORK
242,36,6,2,WORK
242,36,6,3,WORK
242,36,6,4,WORK
242,36,6,5,WORK
242,36,6,6,REST
242,36,6,7,WORK
242,36,6,8,WORK
242,36,6,9,REST
242,36,6,10,WORK
243,37,6,1,WORK
243,37,6,2,WORK
243,37,6,3,WORK
243,37,6,4,WORK
243,37,6,5,WORK
243,37,6,6,REST
243,37,6,7,WORK
243,37,6,8,WORK
243,37,6,9,REST
243,37,6,10,WORK
244,38,6,1,REST
244,38,6,2,WORK
244,38,6,3,WORK
244,38,6,4,WORK
244,38,6,5,WORK
244,38,6,6,WORK
244,38,6,7,WORK
244,38,6,8,WORK
244,38,6,9,REST
244,38,6,10,WORK
245,39,6,1,REST
245,39,6,2,WORK
245,39,6,3,WORK
245,39,6,4,WORK
245,39,6,5,WORK
245,39,6,6,WORK
245,39,6,7,WORK
245,39,6,8,WORK
245,39,6,9,REST
245,39,6,10,WORK
246,1,7,1,WORK
246,1,7,2,WORK
246,1,7,3,WORK
246,1,7,4,REST
246,1,7,5,WORK
246,1,7,6,WORK
246,1,7,7,WORK
246,1,7,8,WORK
246,1,7,9,WORK
246,1,7,10,REST
247,2,7,1,REST
247,2,7,2,WORK
247,2,7,3,WORK
247,2,7,4,REST
247,2,7,5,WORK
247,2,7,6,WORK
247,2,7,7,WORK
247,2,7,8,WORK
247,2,7,9,WORK
247,2,7,10,WORK
248,3,7,1,REST
248,3,7,2,WORK
248,3,7,3,WORK
248,3,7,4,REST
248,3,7,5,WORK
248,3,7,6,WORK
248,3,7,7,WORK
248,3,7,8,WORK
248,3,7,9,WORK
248,3,7,10,WORK
249,4,7,1,REST
249,4,7,2,WORK
249,4,7,3,WORK
249,4,7,4,REST
249,4,7,5,WORK
249,4,7,6,WORK
249,4,7,7,WORK
249,4,7,8,WORK
249,4,7,9,WORK
249,4,7,10,WORK
250,5,7,1,REST
250,5,7,2,WORK
250,5,7,3,WORK
250,5,7,4,REST
250,5,7,5,WORK
250,5,7,6,WORK
250,5,7,7,WORK
250,5,7,8,WORK
250,5,7,9,WORK
250,5,7,10,WORK
251,6,7,1,REST
251,6,7,2,WORK
251,6,7,3,WORK
251,6,7,4,REST
251,6,7,5,WORK
251,6,7,6,WORK
251,6,7,7,WORK
251,6,7,8,WORK
251,6,7,9,WORK
251,6,7,10,WORK
252,7,7,1,REST
252,7,7,2,WORK
252,7,7,3,WORK
252,7,7,4,REST
252,7,7,5,WORK
252,7,7,6,WORK
252,7,7,7,WORK
252,7,7,8,WORK
252,7,7,9,WORK
252,7,7,10,WORK
253,8,7,1,REST
253,8,7,2,WORK
253,8,7,3,WORK
253,8,7,4,REST
253,8,7,5,WORK
253,8,7,6,WORK
253,8,7,7,WORK
253,8,7,8,WORK
253,8,7,9,WORK
253,8,7,10,WORK
254,9,7,1,REST
254,9,7,2,WORK
254,9,7,3,WORK
254,9,7,4,REST
254,9,7,5,WORK
254,9,7,6,WORK
254,9,7,7,WORK
254,9,7,8,WORK
254,9,7,9,WORK
254,9,7,10,WORK
255,10,7,1,REST
255,10,7,2,WORK
255,10,7,3,WORK
255,10,7,4,REST
255,10,7,5,WORK
255,10,7,6,WORK
255,10,7,7,WORK
255,10,7,8,WORK
255,10,7,9,WORK
255,10,7,10,WORK
256,11,7,1,REST
256,11,7,2,WORK
256,11,7,3,WORK
256,11,7,4,REST
256,11,7,5,WORK
256,11,7,6,WORK
256,11,7,7,WORK
256,11,7,8,WORK
256,11,7,9,WORK
256,11,7,10,WORK
257,12,7,1,REST
257,12,7,2,WORK
257,12,7,3,WORK
257,12,7,4,REST
257,12,7,5,WORK
257,12,7,6,WORK
257,12,7,7,WORK
257,12,7,8,WORK
257,12,7,9,WORK
257,12,7,10,WORK
258,13,7,1,REST
258,13,7,2,WORK
258,13,7,3,WORK
258,13,7,4,REST
258,13,7,5,WORK
258,13,7,6,WORK
258,13,7,7,WORK
258,13,7,8,WORK
258,13,7,9,WORK
258,13,7,10,WORK
259,14,7,1,REST
259,14,7,2,WORK
259,14,7,3,WORK
259,14,7,4,WORK
259,14,7,5,REST
259,14,7,6,WORK
259,14,7,7,WORK
259,14,7,8,WORK
259,14,7,9,WORK
259,14,7,10,WORK
260,15,7,1,REST
260,15,7,2,WORK
260,15,7,3,WORK
260,15,7,4,WORK
260,15,7,5,REST
260,15,7,6,WORK
260,15,7,7,WORK
260,15,7,8,WORK
260,15,7,9,WORK
260,15,7,10,WORK
261,16,7,1,REST
261,16,7,2,WORK
261,16,7,3,WORK
261,16,7,4,WORK
261,16,7,5,REST
261,16,7,6,WORK
261,16,7,7,WORK
261,16,7,8,WORK
261,16,7,9,WORK
261,16,7,10,WORK
262,17,7,1,REST
262,17,7,2,WORK
262,17,7,3,WORK
262,17,7,4,WORK
262,17,7,5,REST
262,17,7,6,WORK
262,17,7,7,WORK
262,17,7,8,WORK
262,17,7,9,WORK
262,17,7,10,WORK
263,18,7,1,REST
263,18,7,2,WORK
263,18,7,3,WORK
263,18,7,4,WORK
263,18,7,5,REST
263,18,7,6,WORK
263,18,7,7,WORK
263,18,7,8,WORK
263,18,7,9,WORK
263,18,7,10,WORK
264,19,7,1,WORK
264,19,7,2,WORK
264,19,7,3,WORK
264,19,7,4,WORK
264,19,7,5,REST
264,19,7,6,REST
264,19,7,7,WORK
264,19,7,8,WORK
264,19,7,9,WORK
264,19,7,10,WORK
265,20,7,1,WORK
265,20,7,2,WORK
265,20,7,3,WORK
265,20,7,4,WORK
265,20,7,5,REST
265,20,7,6,REST
265,20,7,7,WORK
265,20,7,8,WORK
265,20,7,9,WORK
265,20,7,10,WORK
266,21,7,1,WORK
266,21,7,2,WORK
266,21,7,3,WORK
266,21,7,4,WORK
266,21,7,5,REST
266,21,7,6,REST
266,21,7,7,WORK
266,21,7,8,WORK
266,21,7,9,WORK
266,21,7,10,WORK
267,22,7,1,WORK
267,22,7,2,WORK
267,22,7,3,WORK
267,22,7,4,WORK
267,22,7,5,REST
267,22,7,6,REST
267,22,7,7,WORK
267,22,7,8,WORK
267,22,7,9,WORK
267,22,7,10,WORK
268,23,7,1,WORK
268,23,7,2,WORK
268,23,7,3,WORK
268,23,7,4,WORK
268,23,7,5,REST
268,23,7,6,REST
268,23,7,7,WORK
268,23,7,8,WORK
268,23,7,9,WORK
268,23,7,10,WORK
269,24,7,1,WORK
269,24,7,2,WORK
269,24,7,3,WORK
269,24,7,4,WORK
269,24,7,5,REST
269,24,7,6,REST
269,24,7,7,WORK
269,24,7,8,WORK
269,24,7,9,WORK
269,24,7,10,WORK
270,25,7,1,WORK
270,25,7,2,WORK
270,25,7,3,WORK
270,25,7,4,WORK
270,25,7,5,REST
270,25,7,6,REST
270,25,7,7,WORK
270,25,7,8,WORK
270,25,7,9,WORK
270,25,7,10,WORK
271,26,7,1,WORK
271,26,7,2,WORK
271,26,7,3,WORK
271,26,7,4,WORK
271,26,7,5,REST
271,26,7,6,REST
271,26,7,7,WORK
271,26,7,8,WORK
271,26,7,9,WORK
271,26,7,10,WORK
272,27,7,1,WORK
272,27,7,2,WORK
272,27,7,3,WORK
272,27,7,4,WORK
272,27,7,5,REST
272,27,7,6,REST
272,27,7,7,WORK
272,27,7,8,WORK
272,27,7,9,WORK
272,27,7,10,WORK
273,28,7,1,WORK
273,28,7,2,WORK
273,28,7,3,WORK
273,28,7,4,WORK
273,28,7,5,REST
273,28,7,6,REST
273,28,7,7,WORK
273,28,7,8,WORK
273,28,7,9,WORK
273,28,7,10,WORK
274,29,7,1,WORK
274,29,7,2,WORK
274,29,7,3,WORK
274,29,7,4,WORK
274,29,7,5,REST
274,29,7,6,REST
274,29,7,7,WORK
274,29,7,8,WORK
274,29,7,9,WORK
274,29,7,10,WORK
275,30,7,1,WORK
275,30,7,2,WORK
275,30,7,3,WORK
275,30,7,4,WORK
275,30,7,5,REST
275,30,7,6,WORK
275,30,7,7,WORK
275,30,7,8,REST
275,30,7,9,WORK
275,30,7,10,WORK
276,31,7,1,WORK
276,31,7,2,WORK
276,31,7,3,WORK
276,31,7,4,WORK
276,31,7,5,REST
276,31,7,6,WORK
276,31,7,7,WORK
276,31,7,8,REST
276,31,7,9,WORK
276,31,7,10,WORK
277,32,7,1,WORK
277,32,7,2,WORK
277,32,7,3,WORK
277,32,7,4,WORK
277,32,7,5,WORK
277,32,7,6,WORK
277,32,7,7,WORK
277,32,7,8,WORK
277,32,7,9,REST
277,32,7,10,REST
278,33,7,1,WORK
278,33,7,2,WORK
278,33,7,3,WORK
278,33,7,4,WORK
278,33,7,5,WORK
278,33,7,6,WORK
278,33,7,7,WORK
278,33,7,8,WORK
278,33,7,9,REST
278,33,7,10,REST
279,34,7,1,WORK
279,34,7,2,WORK
279,34,7,3,WORK
279,34,7,4,WORK
279,34,7,5,WORK
279,34,7,6,WORK
279,34,7,7,WORK
279,34,7,8,WORK
279,34,7,9,REST
279,34,7,10,REST
280,35,7,1,WORK
280,35,7,2,WORK
280,35,7,3,WORK
280,35,7,4,WORK
280,35,7,5,WORK
280,35,7,6,WORK
280,35,7,7,WORK
280,35,7,8,WORK
280,35,7,9,REST
280,35,7,10,REST
281,36,7,1,WORK
281,36,7,2,WORK
281,36,7,3,WORK
281,36,7,4,WORK
281,36,7,5,WORK
281,36,7,6,WORK
281,36,7,7,WORK
281,36,7,8,WORK
281,36,7,9,REST
281,36,7,10,REST
282,37,7,1,WORK
282,37,7,2,WORK
282,37,7,3,WORK
282,37,7,4,WORK
282,37,7,5,WORK
282,37,7,6,WORK
282,37,7,7,WORK
282,37,7,8,WORK
282,37,7,9,REST
282,37,7,10,REST
283,38,7,1,WORK
283,38,7,2,WORK
283,38,7,3,WORK
283,38,7,4,WORK
283,38,7,5,WORK
283,38,7,6,WORK
283,38,7,7,WORK
283,38,7,8,WORK
283,38,7,9,REST
283,38,7,10,REST
284,39,7,1,WORK
284,39,7,2,WORK
284,39,7,3,WORK
284,39,7,4,WORK
284,39,7,5,WORK
284,39,7,6,WORK
284,39,7,7,WORK
284,39,7,8,WORK
284,39,7,9,REST
284,39,7,10,REST
285,40,7,1,WORK
285,40,7,2,WORK
285,40,7,3,WORK
285,40,7,4,WORK
285,40,7,5,WORK
285,40,7,6,WORK
285,40,7,7,WORK
285,40,7,8,WORK
285,40,7,9,REST
285,40,7,10,REST
286,41,7,1,WORK
286,41,7,2,WORK
286,41,7,3,WORK
286,41,7,4,WORK
286,41,7,5,WORK
286,41,7,6,WORK
286,41,7,7,WORK
286,41,7,8,WORK
286,41,7,9,REST
286,41,7,10,REST
287,42,7,1,REST
287,42,7,2,WORK
287,42,7,3,WORK
287,42,7,4,WORK
287,42,7,5,WORK
287,42,7,6,WORK
287,42,7,7,WORK
287,42,7,8,WORK
287,42,7,9,WORK
287,42,7,10,REST
288,1,8,1,WORK
288,1,8,2,REST
288,1,8,3,WORK
288,1,8,4,WORK
288,1,8,5,WORK
288,1,8,6,WORK
288,1,8,7,WORK
288,1,8,8,WORK
288,1,8,9,WORK
288,1,8,10,REST
289,2,8,1,REST
289,2,8,2,REST
289,2,8,3,WORK
289,2,8,4,WORK
289,2,8,5,WORK
289,2,8,6,WORK
289,2,8,7,WORK
289,2,8,8,WORK
289,2,8,9,WORK
289,2,8,10,WORK
290,3,8,1,REST
290,3,8,2,REST
290,3,8,3,WORK
290,3,8,4,WORK
290,3,8,5,WORK
290,3,8,6,WORK
290,3,8,7,WORK
290,3,8,8,WORK
290,3,8,9,WORK
290,3,8,10,WORK
291,4,8,1,REST
291,4,8,2,REST
291,4,8,3,WORK
291,4,8,4,WORK
291,4,8,5,WORK
291,4,8,6,WORK
291,4,8,7,WORK
291,4,8,8,WORK
291,4,8,9,WORK
291,4,8,10,WORK
292,5,8,1,REST
292,5,8,2,REST
292,5,8,3,WORK
292,5,8,4,WORK
292,5,8,5,WORK
292,5,8,6,WORK
292,5,8,7,WORK
292,5,8,8,WORK
292,5,8,9,WORK
292,5,8,10,WORK
293,6,8,1,REST
293,6,8,2,REST
293,6,8,3,WORK
293,6,8,4,WORK
293,6,8,5,WORK
293,6,8,6,WORK
293,6,8,7,WORK
293,6,8,8,WORK
293,6,8,9,WORK
293,6,8,10,WORK
294,7,8,1,REST
294,7,8,2,REST
294,7,8,3,WORK
294,7,8,4,WORK
294,7,8,5,WORK
294,7,8,6,WORK
294,7,8,7,WORK
294,7,8,8,WORK
294,7,8,9,WORK
294,7,8,10,WORK
295,8,8,1,REST
295,8,8,2,REST
295,8,8,3,WORK
295,8,8,4,WORK
295,8,8,5,WORK
295,8,8,6,WORK
295,8,8,7,WORK
295,8,8,8,WORK
295,8,8,9,WORK
295,8,8,10,WORK
296,9,8,1,REST
296,9,8,2,REST
296,9,8,3,WORK
296,9,8,4,WORK
296,9,8,5,WORK
296,9,8,6,WORK
296,9,8,7,WORK
296,9,8,8,WORK
296,9,8,9,WORK
296,9,8,10,WORK
297,10,8,1,REST
297,10,8,2,REST
297,10,8,3,WORK
297,10,8,4,WORK
297,10,8,5,WORK
297,10,8,6,WORK
297,10,8,7,WORK
297,10,8,8,WORK
297,10,8,9,WORK
297,10,8,10,WORK
298,11,8,1,REST
298,11,8,2,REST
298,11,8,3,WORK
298,11,8,4,WORK
298,11,8,5,WORK
298,11,8,6,WORK
298,11,8,7,WORK
298,11,8,8,WORK
298,11,8,9,WORK
298,11,8,10,WORK
299,12,8,1,REST
299,12,8,2,REST
299,12,8,3,WORK
299,12,8,4,WORK
299,12,8,5,WORK
299,12,8,6,WORK
299,12,8,7,WORK
299,12,8,8,WORK
299,12,8,9,WORK
299,12,8,10,WORK
300,13,8,1,REST
300,13,8,2,WORK
300,13,8,3,REST
300,13,8,4,WORK
300,13,8,5,WORK
300,13,8,6,WORK
300,13,8,7,WORK
300,13,8,8,WORK
300,13,8,9,WORK
300,13,8,10,WORK
301,14,8,1,REST
301,14,8,2,WORK
301,14,8,3,REST
301,14,8,4,WORK
301,14,8,5,WORK
301,14,8,6,WORK
301,14,8,7,WORK
301,14,8,8,WORK
301,14,8,9,WORK
301,14,8,10,WORK
302,15,8,1,REST
302,15,8,2,WORK
302,15,8,3,REST
302,15,8,4,WORK
302,15,8,5,WORK
302,15,8,6,WORK
302,15,8,7,WORK
302,15,8,8,WORK
302,15,8,9,WORK
302,15,8,10,WORK
303,16,8,1,REST
303,16,8,2,WORK
303,16,8,3,REST
303,16,8,4,WORK
303,16,8,5,WORK
303,16,8,6,WORK
303,16,8,7,WORK
303,16,8,8,WORK
303,16,8,9,WORK
303,16,8,10,WORK
304,17,8,1,REST
304,17,8,2,WORK
304,17,8,3,REST
304,17,8,4,WORK
304,17,8,5,WORK
304,17,8,6,WORK
304,17,8,7,WORK
304,17,8,8,WORK
304,17,8,9,WORK
304,17,8,10,WORK
305,18,8,1,REST
305,18,8,2,WORK
305,18,8,3,REST
305,18,8,4,WORK
305,18,8,5,WORK
305,18,8,6,WORK
305,18,8,7,WORK
305,18,8,8,WORK
305,18,8,9,WORK
305,18,8,10,WORK
306,19,8,1,REST
306,19,8,2,WORK
306,19,8,3,REST
306,19,8,4,WORK
306,19,8,5,WORK
306,19,8,6,WORK
306,19,8,7,WORK
306,19,8,8,WORK
306,19,8,9,WORK
306,19,8,10,WORK
307,20,8,1,WORK
307,20,8,2,WORK
307,20,8,3,REST
307,20,8,4,REST
307,20,8,5,WORK
307,20,8,6,WORK
307,20,8,7,WORK
307,20,8,8,WORK
307,20,8,9,WORK
307,20,8,10,WORK
308,21,8,1,WORK
308,21,8,2,WORK
308,21,8,3,REST
308,21,8,4,REST
308,21,8,5,WORK
308,21,8,6,WORK
308,21,8,7,WORK
308,21,8,8,WORK
308,21,8,9,WORK
308,21,8,10,WORK
309,22,8,1,WORK
309,22,8,2,WORK
309,22,8,3,REST
309,22,8,4,WORK
309,22,8,5,WORK
309,22,8,6,REST
309,22,8,7,WORK
309,22,8,8,WORK
309,22,8,9,WORK
309,22,8,10,WORK
310,23,8,1,WORK
310,23,8,2,WORK
310,23,8,3,REST
310,23,8,4,WORK
310,23,8,5,WORK
310,23,8,6,REST
310,23,8,7,WORK
310,23,8,8,WORK
310,23,8,9,WORK
310,23,8,10,WORK
311,24,8,1,WORK
311,24,8,2,WORK
311,24,8,3,WORK
311,24,8,4,WORK
311,24,8,5,WORK
311,24,8,6,REST
311,24,8,7,REST
311,24,8,8,WORK
311,24,8,9,WORK
311,24,8,10,WORK
312,25,8,1,WORK
312,25,8,2,WORK
312,25,8,3,WORK
312,25,8,4,WORK
312,25,8,5,WORK
312,25,8,6,REST
312,25,8,7,REST
312,25,8,8,WORK
312,25,8,9,WORK
312,25,8,10,WORK
313,26,8,1,WORK
313,26,8,2,WORK
313,26,8,3,WORK
313,26,8,4,WORK
313,26,8,5,WORK
313,26,8,6,REST
313,26,8,7,REST
313,26,8,8,WORK
313,26,8,9,WORK
313,26,8,10,WORK
314,27,8,1,WORK
314,27,8,2,WORK
314,27,8,3,WORK
314,27,8,4,WORK
314,27,8,5,WORK
314,27,8,6,REST
314,27,8,7,REST
314,27,8,8,WORK
314,27,8,9,WORK
314,27,8,10,WORK
315,28,8,1,WORK
315,28,8,2,WORK
315,28,8,3,WORK
315,28,8,4,WORK
315,28,8,5,WORK
315,28,8,6,REST
315,28,8,7,REST
315,28,8,8,WORK
315,28,8,9,WORK
315,28,8,10,WORK
316,29,8,1,WORK
316,29,8,2,WORK
316,29,8,3,WORK
316,29,8,4,WORK
316,29,8,5,WORK
316,29,8,6,REST
316,29,8,7,REST
316,29,8,8,WORK
316,29,8,9,WORK
316,29,8,10,WORK
317,30,8,1,WORK
317,30,8,2,WORK
317,30,8,3,WORK
317,30,8,4,WORK
317,30,8,5,WORK
317,30,8,6,WORK
317,30,8,7,REST
317,30,8,8,REST
317,30,8,9,WORK
317,30,8,10,WORK
318,31,8,1,WORK
318,31,8,2,WORK
318,31,8,3,WORK
318,31,8,4,WORK
318,31,8,5,WORK
318,31,8,6,WORK
318,31,8,7,REST
318,31,8,8,REST
318,31,8,9,WORK
318,31,8,10,WORK
319,32,8,1,WORK
319,32,8,2,WORK
319,32,8,3,WORK
319,32,8,4,WORK
319,32,8,5,WORK
319,32,8,6,WORK
319,32,8,7,WORK
319,32,8,8,WORK
319,32,8,9,REST
319,32,8,10,REST
320,33,8,1,WORK
320,33,8,2,WORK
320,33,8,3,WORK
320,33,8,4,WORK
320,33,8,5,WORK
320,33,8,6,WORK
320,33,8,7,WORK
320,33,8,8,WORK
320,33,8,9,REST
320,33,8,10,REST
321,34,8,1,WORK
321,34,8,2,WORK
321,34,8,3,WORK
321,34,8,4,WORK
321,34,8,5,WORK
321,34,8,6,WORK
321,34,8,7,WORK
321,34,8,8,WORK
321,34,8,9,REST
321,34,8,10,REST
322,35,8,1,WORK
322,35,8,2,WORK
322,35,8,3,WORK
322,35,8,4,WORK
322,35,8,5,WORK
322,35,8,6,WORK
322,35,8,7,WORK
322,35,8,8,WORK
322,35,8,9,REST
322,35,8,10,REST
323,36,8,1,WORK
323,36,8,2,WORK
323,36,8,3,WORK
323,36,8,4,WORK
323,36,8,5,WORK
323,36,8,6,WORK
323,36,8,7,WORK
323,36,8,8,WORK
323,36,8,9,REST
323,36,8,10,REST
324,37,8,1,WORK
324,37,8,2,WORK
324,37,8,3,WORK
324,37,8,4,WORK
324,37,8,5,WORK
324,37,8,6,WORK
324,37,8,7,WORK
324,37,8,8,WORK
324,37,8,9,REST
324,37,8,10,REST
325,38,8,1,WORK
325,38,8,2,WORK
325,38,8,3,WORK
325,38,8,4,WORK
325,38,8,5,WORK
325,38,8,6,WORK
325,38,8,7,WORK
325,38,8,8,WORK
325,38,8,9,REST
325,38,8,10,REST
326,39,8,1,WORK
326,39,8,2,WORK
326,39,8,3,WORK
326,39,8,4,WORK
326,39,8,5,WORK
326,39,8,6,WORK
326,39,8,7,WORK
326,39,8,8,WORK
326,39,8,9,REST
326,39,8,10,REST
327,40,8,1,WORK
327,40,8,2,WORK
327,40,8,3,WORK
327,40,8,4,WORK
327,40,8,5,WORK
327,40,8,6,WORK
327,40,8,7,WORK
327,40,8,8,WORK
327,40,8,9,REST
327,40,8,10,REST
328,41,8,1,WORK
328,41,8,2,WORK
328,41,8,3,WORK
328,41,8,4,WORK
328,41,8,5,WORK
328,41,8,6,WORK
328,41,8,7,WORK
328,41,8,8,WORK
328,41,8,9,REST
328,41,8,10,REST
329,42,8,1,REST
329,42,8,2,WORK
329,42,8,3,WORK
329,42,8,4,WORK
329,42,8,5,WORK
329,42,8,6,WORK
329,42,8,7,WORK
329,42,8,8,WORK
329,42,8,9,WORK
329,42,8,10,REST
330,1,9,1,WORK
330,1,9,2,WORK
330,1,9,3,REST
330,1,9,4,WORK
330,1,9,5,WORK
330,1,9,6,WORK
330,1,9,7,WORK
330,1,9,8,WORK
330,1,9,9,REST
330,1,9,10,WORK
331,2,9,1,WORK
331,2,9,2,WORK
331,2,9,3,REST
331,2,9,4,WORK
331,2,9,5,WORK
331,2,9,6,WORK
331,2,9,7,WORK
331,2,9,8,WORK
331,2,9,9,REST
331,2,9,10,WORK
332,3,9,1,WORK
332,3,9,2,WORK
332,3,9,3,REST
332,3,9,4,WORK
332,3,9,5,WORK
332,3,9,6,WORK
332,3,9,7,WORK
332,3,9,8,WORK
332,3,9,9,REST
332,3,9,10,WORK
333,4,9,1,REST
333,4,9,2,WORK
333,4,9,3,REST
333,4,9,4,WORK
333,4,9,5,WORK
333,4,9,6,WORK
333,4,9,7,WORK
333,4,9,8,WORK
333,4,9,9,WORK
333,4,9,10,WORK
334,5,9,1,REST
334,5,9,2,WORK
334,5,9,3,REST
334,5,9,4,WORK
334,5,9,5,WORK
334,5,9,6,WORK
334,5,9,7,WORK
334,5,9,8,WORK
334,5,9,9,WORK
334,5,9,10,WORK
335,6,9,1,REST
335,6,9,2,WORK
335,6,9,3,REST
335,6,9,4,WORK
335,6,9,5,WORK
335,6,9,6,WORK
335,6,9,7,WORK
335,6,9,8,WORK
335,6,9,9,WORK
335,6,9,10,WORK
336,7,9,1,REST
336,7,9,2,WORK
336,7,9,3,REST
336,7,9,4,WORK
336,7,9,5,WORK
336,7,9,6,WORK
336,7,9,7,WORK
336,7,9,8,WORK
336,7,9,9,WORK
336,7,9,10,WORK
337,8,9,1,REST
337,8,9,2,WORK
337,8,9,3,REST
337,8,9,4,WORK
337,8,9,5,WORK
337,8,9,6,WORK
337,8,9,7,WORK
337,8,9,8,WORK
337,8,9,9,WORK
337,8,9,10,WORK
338,9,9,1,REST
338,9,9,2,WORK
338,9,9,3,REST
338,9,9,4,WORK
338,9,9,5,WORK
338,9,9,6,WORK
338,9,9,7,WORK
338,9,9,8,WORK
338,9,9,9,WORK
338,9,9,10,WORK
339,10,9,1,REST
339,10,9,2,WORK
339,10,9,3,REST
339,10,9,4,WORK
339,10,9,5,WORK
339,10,9,6,WORK
339,10,9,7,WORK
339,10,9,8,WORK
339,10,9,9,WORK
339,10,9,10,WORK
340,11,9,1,REST
340,11,9,2,WORK
340,11,9,3,REST
340,11,9,4,WORK
340,11,9,5,WORK
340,11,9,6,WORK
340,11,9,7,WORK
340,11,9,8,WORK
340,11,9,9,WORK
340,11,9,10,WORK
341,12,9,1,REST
341,12,9,2,WORK
341,12,9,3,REST
341,12,9,4,WORK
341,12,9,5,WORK
341,12,9,6,WORK
341,12,9,7,WORK
341,12,9,8,WORK
341,12,9,9,WORK
341,12,9,10,WORK
342,13,9,1,REST
342,13,9,2,WORK
342,13,9,3,WORK
342,13,9,4,REST
342,13,9,5,WORK
342,13,9,6,WORK
342,13,9,7,WORK
342,13,9,8,WORK
342,13,9,9,WORK
342,13,9,10,WORK
343,14,9,1,REST
343,14,9,2,WORK
343,14,9,3,WORK
343,14,9,4,REST
343,14,9,5,WORK
343,14,9,6,WORK
343,14,9,7,WORK
343,14,9,8,WORK
343,14,9,9,WORK
343,14,9,10,WORK
344,15,9,1,REST
344,15,9,2,WORK
344,15,9,3,WORK
344,15,9,4,REST
344,15,9,5,WORK
344,15,9,6,WORK
344,15,9,7,WORK
344,15,9,8,WORK
344,15,9,9,WORK
344,15,9,10,WORK
345,16,9,1,REST
345,16,9,2,WORK
345,16,9,3,WORK
345,16,9,4,REST
345,16,9,5,WORK
345,16,9,6,WORK
345,16,9,7,WORK
345,16,9,8,WORK
345,16,9,9,WORK
345,16,9,10,WORK
346,17,9,1,REST
346,17,9,2,WORK
346,17,9,3,WORK
346,17,9,4,WORK
346,17,9,5,WORK
346,17,9,6,REST
346,17,9,7,WORK
346,17,9,8,WORK
346,17,9,9,WORK
346,17,9,10,WORK
347,18,9,1,REST
347,18,9,2,WORK
347,18,9,3,WORK
347,18,9,4,WORK
347,18,9,5,WORK
347,18,9,6,REST
347,18,9,7,WORK
347,18,9,8,WORK
347,18,9,9,WORK
347,18,9,10,WORK
348,19,9,1,REST
348,19,9,2,WORK
348,19,9,3,WORK
348,19,9,4,WORK
348,19,9,5,WORK
348,19,9,6,REST
348,19,9,7,WORK
348,19,9,8,WORK
348,19,9,9,WORK
348,19,9,10,WORK
349,20,9,1,REST
349,20,9,2,WORK
349,20,9,3,WORK
349,20,9,4,WORK
349,20,9,5,WORK
349,20,9,6,REST
349,20,9,7,WORK
349,20,9,8,WORK
349,20,9,9,WORK
349,20,9,10,WORK
350,21,9,1,REST
350,21,9,2,WORK
350,21,9,3,WORK
350,21,9,4,WORK
350,21,9,5,WORK
350,21,9,6,REST
350,21,9,7,WORK
350,21,9,8,WORK
350,21,9,9,WORK
350,21,9,10,WORK
351,22,9,1,REST
351,22,9,2,WORK
351,22,9,3,WORK
351,22,9,4,WORK
351,22,9,5,WORK
351,22,9,6,REST
351,22,9,7,WORK
351,22,9,8,WORK
351,22,9,9,WORK
351,22,9,10,WORK
352,23,9,1,REST
352,23,9,2,WORK
352,23,9,3,WORK
352,23,9,4,WORK
352,23,9,5,WORK
352,23,9,6,REST
352,23,9,7,WORK
352,23,9,8,WORK
352,23,9,9,WORK
352,23,9,10,WORK
353,24,9,1,REST
353,24,9,2,WORK
353,24,9,3,WORK
353,24,9,4,WORK
353,24,9,5,WORK
353,24,9,6,REST
353,24,9,7,WORK
353,24,9,8,WORK
353,24,9,9,WORK
353,24,9,10,WORK
354,25,9,1,REST
354,25,9,2,WORK
354,25,9,3,WORK
354,25,9,4,WORK
