employee,group_employee,fixed_group,day,status
117,39,3,6,WORK
117,39,3,7,WORK
117,39,3,8,WORK
117,39,3,9,REST
117,39,3,10,REST
118,40,3,1,WORK
118,40,3,2,WORK
118,40,3,3,WORK
118,40,3,4,WORK
118,40,3,5,WORK
118,40,3,6,WORK
118,40,3,7,WORK
118,40,3,8,WORK
118,40,3,9,REST
118,40,3,10,REST
119,41,3,1,WORK
119,41,3,2,WORK
119,41,3,3,WORK
119,41,3,4,WORK
119,41,3,5,WORK
119,41,3,6,WORK
119,41,3,7,WORK
119,41,3,8,WORK
119,41,3,9,REST
119,41,3,10,REST
120,42,3,1,WORK
120,42,3,2,WORK
120,42,3,3,WORK
120,42,3,4,WORK
120,42,3,5,WORK
120,42,3,6,WORK
120,42,3,7,WORK
120,42,3,8,WORK
120,42,3,9,REST
120,42,3,10,REST
121,43,3,1,WORK
121,43,3,2,WORK
121,43,3,3,WORK
121,43,3,4,WORK
121,43,3,5,WORK
121,43,3,6,WORK
121,43,3,7,WORK
121,43,3,8,WORK
121,43,3,9,REST
121,43,3,10,REST
122,1,4,1,WORK
122,1,4,2,REST
122,1,4,3,WORK
122,1,4,4,WORK
122,1,4,5,WORK
122,1,4,6,WORK
122,1,4,7,WORK
122,1,4,8,WORK
122,1,4,9,WORK
122,1,4,10,REST
123,2,4,1,WORK
123,2,4,2,REST
123,2,4,3,WORK
123,2,4,4,WORK
123,2,4,5,WORK
123,2,4,6,WORK
123,2,4,7,WORK
123,2,4,8,WORK
123,2,4,9,WORK
123,2,4,10,REST
124,3,4,1,WORK
124,3,4,2,REST
124,3,4,3,WORK
124,3,4,4,WORK
124,3,4,5,WORK
124,3,4,6,WORK
124,3,4,7,WORK
124,3,4,8,WORK
124,3,4,9,WORK
124,3,4,10,REST
125,4,4,1,REST
125,4,4,2,REST
125,4,4,3,WORK
125,4,4,4,WORK
125,4,4,5,WORK
125,4,4,6,WORK
125,4,4,7,WORK
125,4,4,8,WORK
125,4,4,9,WORK
125,4,4,10,WORK
126,5,4,1,REST
126,5,4,2,REST
126,5,4,3,WORK
126,5,4,4,WORK
126,5,4,5,WORK
126,5,4,6,WORK
126,5,4,7,WORK
126,5,4,8,WORK
126,5,4,9,WORK
126,5,4,10,WORK
127,6,4,1,REST
127,6,4,2,REST
127,6,4,3,WORK
127,6,4,4,WORK
127,6,4,5,WORK
127,6,4,6,WORK
127,6,4,7,WORK
127,6,4,8,WORK
127,6,4,9,WORK
127,6,4,10,WORK
128,7,4,1,REST
128,7,4,2,WORK
128,7,4,3,REST
128,7,4,4,WORK
128,7,4,5,WORK
128,7,4,6,WORK
128,7,4,7,WORK
128,7,4,8,WORK
128,7,4,9,WORK
128,7,4,10,WORK
129,8,4,1,REST
129,8,4,2,WORK
129,8,4,3,REST
129,8,4,4,WORK
129,8,4,5,WORK
129,8,4,6,WORK
129,8,4,7,WORK
129,8,4,8,WORK
129,8,4,9,WORK
129,8,4,10,WORK
130,9,4,1,REST
130,9,4,2,WORK
130,9,4,3,REST
130,9,4,4,WORK
130,9,4,5,WORK
130,9,4,6,WORK
130,9,4,7,WORK
130,9,4,8,WORK
130,9,4,9,WORK
130,9,4,10,WORK
131,10,4,1,REST
131,10,4,2,WORK
131,10,4,3,REST
131,10,4,4,WORK
131,10,4,5,WORK
131,10,4,6,WORK
131,10,4,7,WORK
131,10,4,8,WORK
131,10,4,9,WORK
131,10,4,10,WORK
132,11,4,1,REST
132,11,4,2,WORK
132,11,4,3,REST
132,11,4,4,WORK
132,11,4,5,WORK
132,11,4,6,WORK
132,11,4,7,WORK
132,11,4,8,WORK
132,11,4,9,WORK
132,11,4,10,WORK
133,12,4,1,REST
133,12,4,2,WORK
133,12,4,3,REST
133,12,4,4,WORK
133,12,4,5,WORK
133,12,4,6,WORK
133,12,4,7,WORK
133,12,4,8,WORK
133,12,4,9,WORK
133,12,4,10,WORK
134,13,4,1,REST
134,13,4,2,WORK
134,13,4,3,REST
134,13,4,4,WORK
134,13,4,5,WORK
134,13,4,6,WORK
134,13,4,7,WORK
134,13,4,8,WORK
134,13,4,9,WORK
134,13,4,10,WORK
135,14,4,1,REST
135,14,4,2,WORK
135,14,4,3,REST
135,14,4,4,WORK
135,14,4,5,WORK
135,14,4,6,WORK
135,14,4,7,WORK
135,14,4,8,WORK
135,14,4,9,WORK
135,14,4,10,WORK
136,15,4,1,REST
136,15,4,2,WORK
136,15,4,3,REST
136,15,4,4,WORK
136,15,4,5,WORK
136,15,4,6,WORK
136,15,4,7,WORK
136,15,4,8,WORK
136,15,4,9,WORK
136,15,4,10,WORK
137,16,4,1,REST
137,16,4,2,WORK
137,16,4,3,REST
137,16,4,4,WORK
137,16,4,5,WORK
137,16,4,6,WORK
137,16,4,7,WORK
137,16,4,8,WORK
137,16,4,9,WORK
137,16,4,10,WORK
138,17,4,1,REST
138,17,4,2,WORK
138,17,4,3,REST
138,17,4,4,WORK
138,17,4,5,WORK
138,17,4,6,WORK
138,17,4,7,WORK
138,17,4,8,WORK
138,17,4,9,WORK
138,17,4,10,WORK
139,18,4,1,REST
139,18,4,2,WORK
139,18,4,3,REST
139,18,4,4,WORK
139,18,4,5,WORK
139,18,4,6,WORK
139,18,4,7,WORK
139,18,4,8,WORK
139,18,4,9,WORK
139,18,4,10,WORK
140,19,4,1,REST
140,19,4,2,WORK
140,19,4,3,REST
140,19,4,4,WORK
140,19,4,5,WORK
140,19,4,6,WORK
140,19,4,7,WORK
140,19,4,8,WORK
140,19,4,9,WORK
140,19,4,10,WORK
141,20,4,1,WORK
141,20,4,2,WORK
141,20,4,3,WORK
141,20,4,4,REST
141,20,4,5,REST
141,20,4,6,WORK
141,20,4,7,WORK
141,20,4,8,WORK
141,20,4,9,WORK
141,20,4,10,WORK
142,21,4,1,WORK
142,21,4,2,WORK
142,21,4,3,WORK
142,21,4,4,REST
142,21,4,5,REST
142,21,4,6,WORK
142,21,4,7,WORK
142,21,4,8,WORK
142,21,4,9,WORK
142,21,4,10,WORK
143,22,4,1,WORK
143,22,4,2,WORK
143,22,4,3,WORK
143,22,4,4,REST
143,22,4,5,REST
143,22,4,6,WORK
143,22,4,7,WORK
143,22,4,8,WORK
143,22,4,9,WORK
143,22,4,10,WORK
144,23,4,1,WORK
144,23,4,2,WORK
144,23,4,3,WORK
144,23,4,4,REST
144,23,4,5,REST
144,23,4,6,WORK
144,23,4,7,WORK
144,23,4,8,WORK
144,23,4,9,WORK
144,23,4,10,WORK
145,24,4,1,WORK
145,24,4,2,WORK
145,24,4,3,WORK
145,24,4,4,REST
145,24,4,5,REST
145,24,4,6,WORK
145,24,4,7,WORK
145,24,4,8,WORK
145,24,4,9,WORK
145,24,4,10,WORK
146,25,4,1,WORK
146,25,4,2,WORK
146,25,4,3,WORK
146,25,4,4,REST
146,25,4,5,REST
146,25,4,6,WORK
146,25,4,7,WORK
146,25,4,8,WORK
146,25,4,9,WORK
146,25,4,10,WORK
147,26,4,1,WORK
147,26,4,2,WORK
147,26,4,3,WORK
147,26,4,4,REST
147,26,4,5,REST
147,26,4,6,WORK
147,26,4,7,WORK
147,26,4,8,WORK
147,26,4,9,WORK
147,26,4,10,WORK
148,27,4,1,WORK
148,27,4,2,WORK
148,27,4,3,WORK
148,27,4,4,REST
148,27,4,5,REST
148,27,4,6,WORK
148,27,4,7,WORK
148,27,4,8,WORK
148,27,4,9,WORK
148,27,4,10,WORK
149,28,4,1,WORK
149,28,4,2,WORK
149,28,4,3,WORK
149,28,4,4,REST
149,28,4,5,REST
149,28,4,6,WORK
149,28,4,7,WORK
149,28,4,8,WORK
149,28,4,9,WORK
149,28,4,10,WORK
150,29,4,1,WORK
150,29,4,2,WORK
150,29,4,3,WORK
150,29,4,4,REST
150,29,4,5,REST
150,29,4,6,WORK
150,29,4,7,WORK
150,29,4,8,WORK
150,29,4,9,WORK
150,29,4,10,WORK
151,30,4,1,WORK
151,30,4,2,WORK
151,30,4,3,WORK
151,30,4,4,REST
151,30,4,5,WORK
151,30,4,6,WORK
151,30,4,7,REST
151,30,4,8,WORK
151,30,4,9,WORK
151,30,4,10,WORK
152,31,4,1,WORK
152,31,4,2,WORK
152,31,4,3,WORK
152,31,4,4,REST
152,31,4,5,WORK
152,31,4,6,WORK
152,31,4,7,REST
152,31,4,8,WORK
152,31,4,9,WORK
152,31,4,10,WORK
153,32,4,1,WORK
153,32,4,2,WORK
153,32,4,3,WORK
153,32,4,4,WORK
153,32,4,5,WORK
153,32,4,6,WORK
153,32,4,7,REST
153,32,4,8,REST
153,32,4,9,WORK
153,32,4,10,WORK
154,33,4,1,WORK
154,33,4,2,WORK
154,33,4,3,WORK
154,33,4,4,WORK
154,33,4,5,WORK
154,33,4,6,WORK
154,33,4,7,REST
154,33,4,8,REST
154,33,4,9,WORK
154,33,4,10,WORK
155,34,4,1,WORK
155,34,4,2,WORK
155,34,4,3,WORK
155,34,4,4,WORK
155,34,4,5,WORK
155,34,4,6,WORK
155,34,4,7,WORK
155,34,4,8,REST
155,34,4,9,WORK
155,34,4,10,REST
156,35,4,1,WORK
156,35,4,2,WORK
156,35,4,3,WORK
156,35,4,4,WORK
156,35,4,5,WORK
156,35,4,6,WORK
156,35,4,7,WORK
156,35,4,8,REST
156,35,4,9,WORK
156,35,4,10,REST
157,36,4,1,WORK
157,36,4,2,WORK
157,36,4,3,WORK
157,36,4,4,WORK
157,36,4,5,WORK
157,36,4,6,WORK
157,36,4,7,WORK
157,36,4,8,REST
157,36,4,9,WORK
157,36,4,10,REST
158,37,4,1,WORK
158,37,4,2,WORK
158,37,4,3,WORK
158,37,4,4,WORK
158,37,4,5,WORK
158,37,4,6,WORK
158,37,4,7,WORK
158,37,4,8,REST
158,37,4,9,WORK
158,37,4,10,REST
159,38,4,1,WORK
159,38,4,2,WORK
159,38,4,3,WORK
159,38,4,4,WORK
159,38,4,5,WORK
159,38,4,6,WORK
159,38,4,7,WORK
159,38,4,8,REST
159,38,4,9,WORK
159,38,4,10,REST
160,39,4,1,REST
160,39,4,2,WORK
160,39,4,3,WORK
160,39,4,4,WORK
160,39,4,5,WORK
160,39,4,6,WORK
160,39,4,7,WORK
160,39,4,8,WORK
160,39,4,9,WORK
160,39,4,10,REST
161,40,4,1,REST
161,40,4,2,WORK
161,40,4,3,WORK
161,40,4,4,WORK
161,40,4,5,WORK
161,40,4,6,WORK
161,40,4,7,WORK
161,40,4,8,WORK
161,40,4,9,WORK
161,40,4,10,REST
162,41,4,1,REST
162,41,4,2,WORK
162,41,4,3,WORK
162,41,4,4,WORK
162,41,4,5,WORK
162,41,4,6,WORK
162,41,4,7,WORK
162,41,4,8,WORK
162,41,4,9,WORK
162,41,4,10,REST
163,1,5,1,WORK
163,1,5,2,REST
163,1,5,3,WORK
163,1,5,4,WORK
163,1,5,5,WORK
163,1,5,6,WORK
163,1,5,7,WORK
163,1,5,8,WORK
163,1,5,9,WORK
163,1,5,10,REST
164,2,5,1,WORK
164,2,5,2,REST
164,2,5,3,WORK
164,2,5,4,WORK
164,2,5,5,WORK
164,2,5,6,WORK
164,2,5,7,WORK
164,2,5,8,WORK
164,2,5,9,WORK
164,2,5,10,REST
165,3,5,1,WORK
165,3,5,2,REST
165,3,5,3,WORK
165,3,5,4,WORK
165,3,5,5,WORK
165,3,5,6,WORK
165,3,5,7,WORK
165,3,5,8,WORK
165,3,5,9,WORK
165,3,5,10,REST
166,4,5,1,WORK
166,4,5,2,REST
166,4,5,3,WORK
166,4,5,4,WORK
166,4,5,5,WORK
166,4,5,6,WORK
166,4,5,7,WORK
166,4,5,8,WORK
166,4,5,9,WORK
166,4,5,10,REST
167,5,5,1,WORK
167,5,5,2,REST
167,5,5,3,WORK
167,5,5,4,WORK
167,5,5,5,WORK
167,5,5,6,WORK
167,5,5,7,WORK
167,5,5,8,WORK
167,5,5,9,WORK
167,5,5,10,REST
168,6,5,1,WORK
168,6,5,2,REST
168,6,5,3,WORK
168,6,5,4,WORK
168,6,5,5,WORK
168,6,5,6,WORK
168,6,5,7,WORK
168,6,5,8,WORK
168,6,5,9,WORK
168,6,5,10,REST
169,7,5,1,WORK
169,7,5,2,REST
169,7,5,3,WORK
169,7,5,4,WORK
169,7,5,5,WORK
169,7,5,6,WORK
169,7,5,7,WORK
169,7,5,8,WORK
169,7,5,9,WORK
169,7,5,10,REST
170,8,5,1,WORK
170,8,5,2,REST
170,8,5,3,WORK
170,8,5,4,WORK
170,8,5,5,WORK
170,8,5,6,WORK
170,8,5,7,WORK
170,8,5,8,WORK
170,8,5,9,WORK
170,8,5,10,REST
171,9,5,1,REST
171,9,5,2,WORK
171,9,5,3,REST
171,9,5,4,WORK
171,9,5,5,WORK
171,9,5,6,WORK
171,9,5,7,WORK
171,9,5,8,WORK
171,9,5,9,WORK
171,9,5,10,WORK
172,10,5,1,REST
172,10,5,2,WORK
172,10,5,3,REST
172,10,5,4,WORK
172,10,5,5,WORK
172,10,5,6,WORK
172,10,5,7,WORK
172,10,5,8,WORK
172,10,5,9,WORK
172,10,5,10,WORK
173,11,5,1,REST
173,11,5,2,WORK
173,11,5,3,REST
173,11,5,4,WORK
173,11,5,5,WORK
173,11,5,6,WORK
173,11,5,7,WORK
173,11,5,8,WORK
173,11,5,9,WORK
173,11,5,10,WORK
174,12,5,1,REST
174,12,5,2,WORK
174,12,5,3,REST
174,12,5,4,WORK
174,12,5,5,WORK
174,12,5,6,WORK
174,12,5,7,WORK
174,12,5,8,WORK
174,12,5,9,WORK
174,12,5,10,WORK
175,13,5,1,REST
175,13,5,2,WORK
175,13,5,3,REST
175,13,5,4,WORK
175,13,5,5,WORK
175,13,5,6,WORK
175,13,5,7,WORK
175,13,5,8,WORK
175,13,5,9,WORK
175,13,5,10,WORK
176,14,5,1,REST
176,14,5,2,WORK
176,14,5,3,REST
176,14,5,4,WORK
176,14,5,5,WORK
176,14,5,6,WORK
176,14,5,7,WORK
176,14,5,8,WORK
176,14,5,9,WORK
176,14,5,10,WORK
177,15,5,1,REST
177,15,5,2,WORK
177,15,5,3,REST
177,15,5,4,WORK
177,15,5,5,WORK
177,15,5,6,WORK
177,15,5,7,WORK
177,15,5,8,WORK
177,15,5,9,WORK
177,15,5,10,WORK
178,16,5,1,REST
178,16,5,2,WORK
178,16,5,3,REST
178,16,5,4,WORK
178,16,5,5,WORK
178,16,5,6,WORK
178,16,5,7,WORK
178,16,5,8,WORK
178,16,5,9,WORK
178,16,5,10,WORK
179,17,5,1,REST
179,17,5,2,WORK
179,17,5,3,REST
179,17,5,4,WORK
179,17,5,5,WORK
179,17,5,6,WORK
179,17,5,7,WORK
179,17,5,8,WORK
179,17,5,9,WORK
179,17,5,10,WORK
180,18,5,1,WORK
180,18,5,2,WORK
180,18,5,3,REST
180,18,5,4,REST
180,18,5,5,WORK
180,18,5,6,WORK
180,18,5,7,WORK
180,18,5,8,WORK
180,18,5,9,WORK
180,18,5,10,WORK
181,19,5,1,WORK
181,19,5,2,WORK
181,19,5,3,REST
181,19,5,4,REST
181,19,5,5,WORK
181,19,5,6,WORK
181,19,5,7,WORK
181,19,5,8,WORK
181,19,5,9,WORK
181,19,5,10,WORK
182,20,5,1,WORK
182,20,5,2,WORK
182,20,5,3,WORK
182,20,5,4,REST
182,20,5,5,REST
182,20,5,6,WORK
182,20,5,7,WORK
182,20,5,8,WORK
182,20,5,9,WORK
182,20,5,10,WORK
183,21,5,1,WORK
183,21,5,2,WORK
183,21,5,3,WORK
183,21,5,4,REST
183,21,5,5,REST
183,21,5,6,WORK
183,21,5,7,WORK
183,21,5,8,WORK
183,21,5,9,WORK
183,21,5,10,WORK
184,22,5,1,WORK
184,22,5,2,WORK
184,22,5,3,WORK
184,22,5,4,REST
184,22,5,5,REST
184,22,5,6,WORK
184,22,5,7,WORK
184,22,5,8,WORK
184,22,5,9,WORK
184,22,5,10,WORK
185,23,5,1,WORK
185,23,5,2,WORK
185,23,5,3,WORK
185,23,5,4,REST
185,23,5,5,WORK
185,23,5,6,REST
185,23,5,7,WORK
185,23,5,8,WORK
185,23,5,9,WORK
185,23,5,10,WORK
186,24,5,1,WORK
186,24,5,2,WORK
186,24,5,3,WORK
186,24,5,4,REST
186,24,5,5,WORK
186,24,5,6,REST
186,24,5,7,WORK
186,24,5,8,WORK
186,24,5,9,WORK
186,24,5,10,WORK
187,25,5,1,WORK
187,25,5,2,WORK
187,25,5,3,WORK
187,25,5,4,REST
187,25,5,5,WORK
187,25,5,6,REST
187,25,5,7,WORK
187,25,5,8,WORK
187,25,5,9,WORK
187,25,5,10,WORK
188,26,5,1,WORK
188,26,5,2,WORK
188,26,5,3,WORK
188,26,5,4,REST
188,26,5,5,WORK
188,26,5,6,REST
188,26,5,7,WORK
188,26,5,8,WORK
188,26,5,9,WORK
188,26,5,10,WORK
189,27,5,1,WORK
189,27,5,2,WORK
189,27,5,3,WORK
189,27,5,4,REST
189,27,5,5,WORK
189,27,5,6,REST
189,27,5,7,WORK
189,27,5,8,WORK
189,27,5,9,WORK
189,27,5,10,WORK
190,28,5,1,WORK
190,28,5,2,WORK
190,28,5,3,WORK
190,28,5,4,REST
190,28,5,5,WORK
190,28,5,6,REST
190,28,5,7,WORK
190,28,5,8,WORK
190,28,5,9,WORK
190,28,5,10,WORK
191,29,5,1,WORK
191,29,5,2,WORK
191,29,5,3,WORK
191,29,5,4,REST
191,29,5,5,WORK
191,29,5,6,REST
191,29,5,7,WORK
191,29,5,8,WORK
191,29,5,9,WORK
191,29,5,10,WORK
192,30,5,1,WORK
192,30,5,2,WORK
192,30,5,3,WORK
192,30,5,4,REST
192,30,5,5,WORK
192,30,5,6,WORK
192,30,5,7,WORK
192,30,5,8,REST
192,30,5,9,WORK
192,30,5,10,WORK
193,31,5,1,WORK
193,31,5,2,WORK
193,31,5,3,WORK
193,31,5,4,WORK
193,31,5,5,WORK
193,31,5,6,WORK
193,31,5,7,WORK
193,31,5,8,REST
193,31,5,9,REST
193,31,5,10,WORK
194,32,5,1,WORK
194,32,5,2,WORK
194,32,5,3,WORK
194,32,5,4,WORK
194,32,5,5,WORK
194,32,5,6,WORK
194,32,5,7,WORK
194,32,5,8,REST
194,32,5,9,REST
194,32,5,10,WORK
195,33,5,1,WORK
195,33,5,2,WORK
195,33,5,3,WORK
195,33,5,4,WORK
195,33,5,5,WORK
195,33,5,6,WORK
195,33,5,7,WORK
195,33,5,8,REST
195,33,5,9,REST
195,33,5,10,WORK
196,34,5,1,WORK
196,34,5,2,WORK
196,34,5,3,WORK
196,34,5,4,WORK
196,34,5,5,WORK
196,34,5,6,WORK
196,34,5,7,WORK
196,34,5,8,REST
196,34,5,9,REST
196,34,5,10,WORK
197,35,5,1,WORK
197,35,5,2,WORK
197,35,5,3,WORK
197,35,5,4,WORK
197,35,5,5,WORK
197,35,5,6,WORK
197,35,5,7,WORK
197,35,5,8,REST
197,35,5,9,REST
197,35,5,10,WORK
198,36,5,1,WORK
198,36,5,2,WORK
198,36,5,3,WORK
198,36,5,4,WORK
198,36,5,5,WORK
198,36,5,6,WORK
198,36,5,7,WORK
198,36,5,8,REST
198,36,5,9,REST
198,36,5,10,WORK
199,37,5,1,REST
199,37,5,2,WORK
199,37,5,3,WORK
199,37,5,4,WORK
199,37,5,5,WORK
199,37,5,6,WORK
199,37,5,7,WORK
199,37,5,8,WORK
199,37,5,9,WORK
199,37,5,10,REST
200,38,5,1,REST
200,38,5,2,WORK
200,38,5,3,WORK
200,38,5,4,WORK
200,38,5,5,WORK
200,38,5,6,WORK
200,38,5,7,WORK
200,38,5,8,WORK
200,38,5,9,WORK
200,38,5,10,REST
201,39,5,1,REST
201,39,5,2,WORK
201,39,5,3,WORK
201,39,5,4,WORK
201,39,5,5,WORK
201,39,5,6,WORK
201,39,5,7,WORK
201,39,5,8,WORK
201,39,5,9,WORK
201,39,5,10,REST
202,40,5,1,REST
202,40,5,2,WORK
202,40,5,3,WORK
202,40,5,4,WORK
202,40,5,5,WORK
202,40,5,6,WORK
202,40,5,7,WORK
202,40,5,8,WORK
202,40,5,9,WORK
202,40,5,10,REST
203,41,5,1,REST
203,41,5,2,WORK
203,41,5,3,WORK
203,41,5,4,WORK
203,41,5,5,WORK
203,41,5,6,WORK
203,41,5,7,WORK
203,41,5,8,WORK
203,41,5,9,WORK
203,41,5,10,REST
204,42,5,1,REST
204,42,5,2,WORK
204,42,5,3,WORK
204,42,5,4,WORK
204,42,5,5,WORK
204,42,5,6,WORK
204,42,5,7,WORK
204,42,5,8,WORK
204,42,5,9,WORK
204,42,5,10,REST
205,43,5,1,REST
205,43,5,2,WORK
205,43,5,3,WORK
205,43,5,4,WORK
205,43,5,5,WORK
205,43,5,6,WORK
205,43,5,7,WORK
205,43,5,8,WORK
205,43,5,9,WORK
205,43,5,10,REST
206,44,5,1,REST
206,44,5,2,WORK
206,44,5,3,WORK
206,44,5,4,WORK
206,44,5,5,WORK
206,44,5,6,WORK
206,44,5,7,WORK
206,44,5,8,WORK
206,44,5,9,WORK
206,44,5,10,REST
207,1,6,1,WORK
207,1,6,2,REST
207,1,6,3,WORK
207,1,6,4,WORK
207,1,6,5,WORK
207,1,6,6,WORK
207,1,6,7,WORK
207,1,6,8,WORK
207,1,6,9,REST
207,1,6,10,WORK
208,2,6,1,WORK
208,2,6,2,REST
208,2,6,3,WORK
208,2,6,4,WORK
208,2,6,5,WORK
208,2,6,6,WORK
208,2,6,7,WORK
208,2,6,8,WORK
208,2,6,9,REST
208,2,6,10,WORK
209,3,6,1,REST
209,3,6,2,REST
209,3,6,3,WORK
209,3,6,4,WORK
209,3,6,5,WORK
209,3,6,6,WORK
209,3,6,7,WORK
209,3,6,8,WORK
209,3,6,9,WORK
209,3,6,10,WORK
210,4,6,1,REST
210,4,6,2,REST
210,4,6,3,WORK
210,4,6,4,WORK
210,4,6,5,WORK
210,4,6,6,WORK
210,4,6,7,WORK
210,4,6,8,WORK
210,4,6,9,WORK
210,4,6,10,WORK
211,5,6,1,REST
211,5,6,2,REST
211,5,6,3,WORK
211,5,6,4,WORK
211,5,6,5,WORK
211,5,6,6,WORK
211,5,6,7,WORK
211,5,6,8,WORK
211,5,6,9,WORK
211,5,6,10,WORK
212,6,6,1,REST
212,6,6,2,REST
212,6,6,3,WORK
212,6,6,4,WORK
212,6,6,5,WORK
212,6,6,6,WORK
212,6,6,7,WORK
212,6,6,8,WORK
212,6,6,9,WORK
212,6,6,10,WORK
213,7,6,1,REST
213,7,6,2,REST
213,7,6,3,WORK
213,7,6,4,WORK
213,7,6,5,WORK
213,7,6,6,WORK
213,7,6,7,WORK
213,7,6,8,WORK
213,7,6,9,WORK
213,7,6,10,WORK
214,8,6,1,REST
214,8,6,2,REST
214,8,6,3,WORK
214,8,6,4,WORK
214,8,6,5,WORK
214,8,6,6,WORK
214,8,6,7,WORK
214,8,6,8,WORK
214,8,6,9,WORK
214,8,6,10,WORK
215,9,6,1,REST
215,9,6,2,REST
215,9,6,3,WORK
215,9,6,4,WORK
215,9,6,5,WORK
215,9,6,6,WORK
215,9,6,7,WORK
215,9,6,8,WORK
215,9,6,9,WORK
215,9,6,10,WORK
216,10,6,1,REST
216,10,6,2,WORK
216,10,6,3,REST
216,10,6,4,WORK
216,10,6,5,WORK
216,10,6,6,WORK
216,10,6,7,WORK
216,10,6,8,WORK
216,10,6,9,WORK
216,10,6,10,WORK
217,11,6,1,REST
217,11,6,2,WORK
217,11,6,3,REST
217,11,6,4,WORK
217,11,6,5,WORK
217,11,6,6,WORK
217,11,6,7,WORK
217,11,6,8,WORK
217,11,6,9,WORK
217,11,6,10,WORK
218,12,6,1,REST
218,12,6,2,WORK
218,12,6,3,REST
218,12,6,4,WORK
218,12,6,5,WORK
218,12,6,6,WORK
218,12,6,7,WORK
218,12,6,8,WORK
218,12,6,9,WORK
218,12,6,10,WORK
219,13,6,1,REST
219,13,6,2,WORK
219,13,6,3,REST
219,13,6,4,WORK
219,13,6,5,WORK
219,13,6,6,WORK
219,13,6,7,WORK
219,13,6,8,WORK
219,13,6,9,WORK
219,13,6,10,WORK
220,14,6,1,REST
220,14,6,2,WORK
220,14,6,3,REST
220,14,6,4,WORK
220,14,6,5,WORK
220,14,6,6,WORK
220,14,6,7,WORK
220,14,6,8,WORK
220,14,6,9,WORK
220,14,6,10,WORK
221,15,6,1,REST
221,15,6,2,WORK
221,15,6,3,REST
221,15,6,4,WORK
221,15,6,5,WORK
221,15,6,6,WORK
221,15,6,7,WORK
221,15,6,8,WORK
221,15,6,9,WORK
221,15,6,10,WORK
222,16,6,1,REST
222,16,6,2,WORK
222,16,6,3,REST
222,16,6,4,WORK
222,16,6,5,WORK
222,16,6,6,WORK
222,16,6,7,WORK
222,16,6,8,WORK
222,16,6,9,WORK
222,16,6,10,WORK
223,17,6,1,REST
223,17,6,2,WORK
223,17,6,3,REST
223,17,6,4,WORK
223,17,6,5,WORK
223,17,6,6,WORK
223,17,6,7,WORK
223,17,6,8,WORK
223,17,6,9,WORK
223,17,6,10,WORK
224,18,6,1,REST
224,18,6,2,WORK
224,18,6,3,REST
224,18,6,4,WORK
224,18,6,5,WORK
224,18,6,6,WORK
224,18,6,7,WORK
224,18,6,8,WORK
224,18,6,9,WORK
224,18,6,10,WORK
225,19,6,1,REST
225,19,6,2,WORK
225,19,6,3,REST
225,19,6,4,WORK
225,19,6,5,WORK
225,19,6,6,WORK
225,19,6,7,WORK
225,19,6,8,WORK
225,19,6,9,WORK
225,19,6,10,WORK
226,20,6,1,REST
226,20,6,2,WORK
226,20,6,3,REST
226,20,6,4,WORK
226,20,6,5,WORK
226,20,6,6,WORK
226,20,6,7,WORK
226,20,6,8,WORK
226,20,6,9,WORK
226,20,6,10,WORK
227,21,6,1,REST
227,21,6,2,WORK
227,21,6,3,WORK
227,21,6,4,REST
227,21,6,5,WORK
227,21,6,6,WORK
227,21,6,7,WORK
227,21,6,8,WORK
227,21,6,9,WORK
227,21,6,10,WORK
228,22,6,1,WORK
228,22,6,2,WORK
228,22,6,3,WORK
228,22,6,4,REST
228,22,6,5,REST
228,22,6,6,WORK
228,22,6,7,WORK
228,22,6,8,WORK
228,22,6,9,WORK
228,22,6,10,WORK
229,23,6,1,WORK
229,23,6,2,WORK
229,23,6,3,WORK
229,23,6,4,REST
229,23,6,5,REST
229,23,6,6,WORK
229,23,6,7,WORK
229,23,6,8,WORK
229,23,6,9,WORK
229,23,6,10,WORK
230,24,6,1,WORK
230,24,6,2,WORK
230,24,6,3,WORK
230,24,6,4,REST
230,24,6,5,REST
230,24,6,6,WORK
230,24,6,7,WORK
230,24,6,8,WORK
230,24,6,9,WORK
230,24,6,10,WORK
231,25,6,1,WORK
231,25,6,2,WORK
231,25,6,3,WORK
231,25,6,4,REST
231,25,6,5,REST
231,25,6,6,WORK
231,25,6,7,WORK
231,25,6,8,WORK
231,25,6,9,WORK
231,25,6,10,WORK
232,26,6,1,WORK
232,26,6,2,WORK
232,26,6,3,WORK
232,26,6,4,REST
232,26,6,5,REST
232,26,6,6,WORK
232,26,6,7,WORK
232,26,6,8,WORK
232,26,6,9,WORK
232,26,6,10,WORK
233,27,6,1,WORK
233,27,6,2,WORK
233,27,6,3,WORK
233,27,6,4,REST
233,27,6,5,REST
233,27,6,6,WORK
233,27,6,7,WORK
233,27,6,8,WORK
233,27,6,9,WORK
233,27,6,10,WORK
234,28,6,1,WORK
234,28,6,2,WORK
234,28,6,3,WORK
234,28,6,4,REST
234,28,6,5,WORK
234,28,6,6,REST
234,28,6,7,WORK
234,28,6,8,WORK
234,28,6,9,WORK
234,28,6,10,WORK
235,29,6,1,WORK
235,29,6,2,WORK
235,29,6,3,WORK
235,29,6,4,REST
235,29,6,5,WORK
235,29,6,6,REST
235,29,6,7,WORK
235,29,6,8,WORK
235,29,6,9,WORK
235,29,6,10,WORK
