N_A,N_B,cost_yuan,p_self_lower
6,27,0.13430308594096366,0.943079762446334
6,28,0.1359786020228782,0.9453565719484807
6,29,0.13765411810479278,0.9475423090705414
6,30,0.13932963418670732,0.9496406167077198
6,31,0.14100515026862187,0.951654992039411
6,32,0.14268066635053644,0.9535887923578346
6,33,0.144356182432451,0.9554452406635212
6,34,0.14603169851436554,0.9572274310369803
6,35,0.1477072145962801,0.9589383337955011
6,36,0.14938273067819466,0.9605808004436811
6,37,0.1510582467601092,0.9621575684259338
6,38,0.15273376284202378,0.9636712656888965
6,39,0.15440927892393835,0.9651244150613406
6,40,0.15608479500585287,0.966519438458887
6,41,0.15776031108776745,0.9678586609205315
6,42,0.15943582716968202,0.9691443144837103
6,43,0.16111134325159657,0.9703785419043618
6,44,0.1627868593335111,0.9715634002281873
6,45,0.1644623754154257,0.9727008642190599
6,46,0.16613789149734023,0.9737928296502975
6,47,0.16781340757925478,0.9748411164642856
6,48,0.16948892366116936,0.9758474718057142
6,49,0.1711644397430839,0.9768135729334856
6,50,0.17283995582499845,0.9777410300161462
6,51,0.17451547190691302,0.9786313888155003
6,52,0.17619098798882757,0.9794861332628804
6,53,0.17786650407074212,0.9803066879323651
6,54,0.1795420201526567,0.9810944204150704
6,55,0.18121753623457124,0.9818506435984676
6,56,0.18289305231648578,0.982576617854529
6,57,0.18456856839840036,0.9832735531403478
6,58,0.18624408448031493,0.9839426110147339
6,59,0.18791960056222945,0.9845849065741445
6,60,0.18959511664414402,0.9852015103111788
6,61,0.1912706327260586,0.9857934498987316
6,62,0.19294614880797314,0.9863617119027823
6,63,0.1946216648898877,0.986907243426671
6,64,0.19629718097180227,0.9874309536896042
6,65,0.1979726970537168,0.98793371554202
6,66,0.19964821313563136,0.9884163669203393
6,67,0.20132372921754593,0.9888797122435257
6,68,0.20299924529946048,0.9893245237537847
6,69,0.20467476138137503,0.9897515428036333
6,70,0.2063502774632896,0.9901614810914879
6,71,0.20802579354520415,0.9905550218478284
6,72,0.2097013096271187,0.9909328209739153
6,73,0.21137682570903327,0.9912955081349587
6,74,0.2130523417909478,0.9916436878095604
6,75,0.2147278578728624,0.9919779402971779
6,76,0.21640337395477693,0.9922988226852908
6,77,0.21807889003669148,0.9926068697778792
6,78,0.21975440611860605,0.992902594986764
6,79,0.2214299222005206,0.9931864911872934
6,80,0.22310543828243515,0.9934590315398018
7,0,0.1039081770174824,0.8722775284872941
7,1,0.10558369309939696,0.8773864273478024
7,2,0.1072592091813115,0.8822909702538902
7,3,0.10893472526322606,0.8869993314437347
7,4,0.11061024134514062,0.8915193581859853
7,5,0.11228575742705518,0.8958585838585459
7,6,0.11396127350896973,0.900024240504204
7,7,0.11563678959088429,0.9040232708840359
7,8,0.11731230567279885,0.9078623400486744
7,9,0.11898782175471341,0.9115478464467275
7,10,0.12066333783662796,0.9150859325888584
7,11,0.12233885391854252,0.918482495285304
7,12,0.12401437000045708,0.9217431954738918
7,13,0.12568988608237164,0.9248734676549362
7,14,0.12736540216428618,0.9278785289487388
7,15,0.12904091824620073,0.9307633877907892
7,16,0.1307164343281153,0.9335328522791576
7,17,0.13239195041002985,0.9361915381879913
7,18,0.13406746649194443,0.9387438766604717
7,19,0.13574298257385897,0.9411941215940528
7,20,0.13741849865577352,0.9435463567302907
7,21,0.1390940147376881,0.945804502461079
7,22,0.14076953081960264,0.947972322362636
7,23,0.1424450469015172,0.9500534294681305
7,24,0.14412056298343176,0.9520512922894053
7,25,0.1457960790653463,0.9539692405978291
7,26,0.14747159514726088,0.9558104709739159
7,27,0.14914711122917543,0.9575780521349593
7,28,0.15082262731108997,0.9592749300495609
7,29,0.15249814339300455,0.9609039328475785
7,30,0.1541736594749191,0.9624677755336754
7,31,0.15584917555683364,0.9639690645123283
7,32,0.15752469163874822,0.9654103019318352
7,33,0.15920020772066276,0.9667938898545618
7,34,0.1608757238025773,0.9681221342603793
7,35,0.16255123988449188,0.9693972488899641
7,36,0.16422675596640643,0.9706213589343655
7,37,0.16590227204832098,0.971796504576991
7,38,0.16757778813023555,0.9729246443939114
7,39,0.16925330421215012,0.9740076586181549
7,40,0.17092882029406464,0.9750473522734286
7,41,0.17260433637597922,0.9760454581824916
7,42,0.1742798524578938,0.9770036398551919
7,43,0.17595536853980834,0.9779234942609842
7,44,0.17763088462172288,0.9788065544905448
7,45,0.17930640070363746,0.979654292310923
7,46,0.180981916785552,0.9804681206184861
7,47,0.18265743286746655,0.9812493957937467
7,48,0.18433294894938113,0.9819994199619968
7,49,0.18600846503129567,0.9827194431635169
7,50,0.18768398111321022,0.9834106654369763
7,51,0.1893594971951248,0.9840742388194972
7,52,0.19103501327703934,0.9847112692667173
7,53,0.19271052935895389,0.9853228184960486
7,54,0.19438604544086846,0.9859099057562066
7,55,0.196061561522783,0.9864735095259584
7,56,0.19773707760469755,0.98701456914492
7,57,0.19941259368661213,0.9875339863791233
7,58,0.2010881097685267,0.9880326269239583
7,59,0.20276362585044122,0.988511321847
7,60,0.2044391419323558,0.98897086897312
7,61,0.20611465801427037,0.9894120342141952
7,62,0.20779017409618492,0.9898355528456274
7,63,0.20946569017809946,0.9902421307318023
7,64,0.21114120626001404,0.9906324455025302
7,65,0.21281672234192858,0.991007147682429
7,66,0.21449223842384313,0.9913668617751319
