N_A,N_B,cost_yuan,p_self_lower
2,75,0.1553517567200153,0.9739989861919797
2,76,0.15702727280192985,0.9750390267443005
2,77,0.1587027888838444,0.9760374656745285
2,78,0.16037830496575897,0.9769959670475473
2,79,0.16205382104767352,0.9779161283656455
2,80,0.16372933712958807,0.9787994832310196
3,73,0.16684474984439795,0.9789732709797445
3,74,0.1685202659263125,0.9798143401405547
3,75,0.17019578200822708,0.9806217665349325
3,76,0.17187129809014162,0.9813968958735352
3,77,0.17354681417205617,0.9821410200385938
3,78,0.17522233025397074,0.98285537923705
3,79,0.1768978463358853,0.9835411640675681
3,80,0.17857336241779984,0.9841995175048653
4,73,0.18168877513260973,0.984329039360937
4,74,0.18336429121452427,0.9849558777864995
4,75,0.18503980729643885,0.9855576426750395
4,76,0.1867153233783534,0.9861353369680379
4,77,0.18839083946026794,0.9866899234893164
4,78,0.1900663555421825,0.9872223265497437
4,79,0.19174187162409706,0.987733433487754
4,80,0.1934173877060116,0.9882240961482438
5,73,0.1965328004208215,0.9883206271829302
5,74,0.19820831650273604,0.988787802095613
5,75,0.19988383258465062,0.9892362900117886
5,76,0.20155934866656516,0.989666838411317
5,77,0.2032348647484797,0.9900801648748643
5,78,0.20491038083039428,0.9904769582798697
5,79,0.20658589691230883,0.9908578799486749
5,80,0.20826141299422338,0.9912235647507279
6,73,0.21137682570903327,0.9912955081349587
6,74,0.2130523417909478,0.9916436878095604
6,75,0.2147278578728624,0.9919779402971779
6,76,0.21640337395477693,0.9922988226852908
6,77,0.21807889003669148,0.9926068697778792
6,78,0.21975440611860605,0.992902594986764
6,79,0.2214299222005206,0.9931864911872934
6,80,0.22310543828243515,0.9934590315398018
7,73,0.22622085099724504,0.9935126500527637
7,74,0.22789636707915958,0.9937721440506532
7,75,0.22957188316107416,0.994021258288627
7,76,0.2312473992429887,0.9942604079570819
7,77,0.23292291532490325,0.9944899916387986
7,78,0.23459843140681783,0.9947103919732467
7,79,0.23627394748873237,0.9949219762943168
7,80,0.23794946357064692,0.9951250972425442
8,73,0.2410648762854568,0.995165058455976
8,74,0.24274039236737135,0.995358456117737
8,75,0.24441590844928593,0.9955441178730274
8,76,0.24609142453120048,0.9957223531581064
8,77,0.24776694061311502,0.9958934590317822
8,78,0.2494424566950296,0.9960577206705108
8,79,0.25111797277694414,0.9962154118436904
8,80,0.25279348885885866,0.9963667953699428
9,73,0.2559089015736686,0.9963965779672349
9,74,0.25758441765558315,0.9965407148485455
9,75,0.25925993373749767,0.9966790862546037
9,76,0.26093544981941225,0.9968119228044195
9,77,0.2626109659013268,0.9969394458922427
9,78,0.26428648198324134,0.9970618680565531
9,79,0.2659619980651559,0.997179393334291
9,80,0.2676375141470705,0.9972922176009192
10,73,0.27075292686188035,0.9973144142017051
10,74,0.27242844294379487,0.9974218376336368
10,75,0.2741039590257095,0.9975249641282914
10,76,0.275779475107624,0.9976239655631597
10,77,0.27745499118953854,0.9977190069406333
10,78,0.27913050727145317,0.997810246663008
10,79,0.2808060233533677,0.9978978367964877
10,80,0.2824815394352822,0.9979819233246282
11,73,0.2855969521500921,0.9979984661762006
11,74,0.2872724682320067,0.9980785275291525
11,75,0.2889479843139212,0.9981553864279864
11,76,0.2906235003958358,0.9982291709708669
11,77,0.29229901647775036,0.9983000041320322
11,78,0.2939745325596649,0.998368003966751
11,79,0.29565004864157945,0.9984332838080809
11,80,0.29732556472349403,0.9984959524557577
12,73,0.3004409774383039,0.9985082816380856
12,74,0.3021164935202184,0.9985679503725621
12,75,0.30379200960213304,0.9986252323576597
12,76,0.30546752568404756,0.9986802230633532
12,77,0.3071430417659621,0.9987330141408192
12,78,0.3088185578478767,0.9987836935751864
12,79,0.3104940739297912,0.998832345832179
12,80,0.31216959001170574,0.9988790519988917
13,73,0.31528500272651566,0.9988882407857347
13,74,0.31696051880843024,0.9989327111543053
13,75,0.31863603489034475,0.9989754027081331
13,76,0.32031155097225933,0.9990163865998077
13,77,0.3219870670541739,0.9990557311358155
13,78,0.3236625831360884,0.9990935018903828
13,79,0.325338099218003,0.9991297618147675
13,80,0.32701361529991757,0.9991645713421768
14,73,0.33012902801472743,0.9991714196311712
14,74,0.33180454409664195,0.9992045628459243
14,75,0.3334800601785566,0.9992363803320873
14,76,0.3351555762604711,0.9992669251188039
14,77,0.3368310923423856,0.9992962481140517
14,78,0.33850660842430025,0.9993243981894896
14,79,0.34018212450621477,0.99935142226191
14,80,0.3418576405881293,0.9993773653714336
15,73,0.3449730533029392,0.9993824693163778
15,74,0.3466485693848538,0.9994071705437226
15,75,0.3483240854667683,0.9994308837219738
15,76,0.34999960154868287,0.9994536483730948
15,77,0.35167511763059744,0.9994755024381711
15,78,0.35335063371251196,0.9994964823406441
15,79,0.35502614979442654,0.9995166230470184
15,80,0.3567016658763411,0.9995359581251377
16,73,0.359817078591151,0.9995397620320718
16,74,0.3614925946730655,0.9995581715507891
16,75,0.3631681107549801,0.9995758446887575
16,76,0.36484362683689464,0.9995928109012072
16,77,0.36651914291880916,0.9996090984651589
16,78,0.3681946590007238,0.9996247345265525
16,79,0.3698701750826383,0.9996397451454904
16,80,0.3715456911645528,0.9996541553396708
17,73,0.37466110387936274,0.9996569903443824
17,74,0.3763366199612773,0.9996707107306071
17,75,0.37801213604319184,0.9996838823013827
17,76,0.3796876521251064,0.9996965270093274
17,77,0.381363168207021,0.9997086659289544
17,78,0.3830386842889355,0.9997203192917962
17,79,0.3847142003708501,0.9997315065201243
17,80,0.38638971645276465,0.9997422462593194
18,73,0.3895051291675745,0.999744359153208
18,74,0.39118064524948903,0.9997545847870797
18,75,0.39285616133140366,0.9997644013955965
18,76,0.3945316774133182,0.9997738253397727
18,77,0.3962071934952327,0.9997828723261818
18,78,0.39788270957714733,0.9997915574331345
18,79,0.39955822565906185,0.9997998951358091
18,80,0.40123374174097637,0.9998078993303767
19,73,0.4043491544557863,0.9998094740440154
19,74,0.40602467053770086,0.9998170950822548
19,75,0.4077001866196154,0.9998244112789646
19,76,0.40937570270152995,0.999831434827806
19,77,0.4110512187834445,0.9998381774346937
19,78,0.41272673486535905,0.9998446503373061
19,79,0.4144022509472736,0.9998508643238138
19,80,0.4160777670291882,0.9998568297508612
20,73,0.41919317974399806,0.999858003365427
20,74,0.4208686958259126,0.9998636832308099
20,75,0.4225442119078272,0.9998691359015776
20,76,0.4242197279897417,0.9998743704655144
20,77,0.42589524407165624,0.9998793956468939
20,78,0.4275707601535709,0.999884219821018
20,79,0.4292462762354854,0.9998888510281774
20,80,0.4309217923173999,0.9998932969870503
