delta_nm,U7,L8_direct,U8,U_0_56,L_0_57_direct,U_0_57,strongest_cheaper_NA,strongest_cheaper_NB,strongest_cheaper_upper
0.0,0.8722775284872941,0.9048100243327746,0.9048100243327745,0.8983308833497783,0.9023976480157871,0.902397648015787,0,56,0.8983308833497783
0.9,0.8722776066665604,0.9048100243327746,0.9048101020114454,0.8983336216717509,0.9023976480157871,0.9024003721420164,0,56,0.8983336216717509
1.8,0.8722778410155876,0.9048100243327746,0.9048103348224033,0.8983417813875729,0.9023976480157871,0.9024084885431141,0,56,0.8983417813875729
3.6,0.872278777091577,0.9048100243327746,0.9048112644927566,0.8983740373208631,0.9023976480157871,0.9024405662479326,0,56,0.8983740373208631
5.4,0.8722803344557498,0.9048100243327746,0.9048128106517339,0.8984270052225124,0.9023976480157871,0.9024932270199874,0,56,0.8984270052225124
9.0,0.8722853040360646,0.9048100243327746,0.9048177417050738,0.8985925672799908,0.9023976480157871,0.9026577577184178,0,56,0.8985925672799908
