sample,d_mm,overlap_deg,ign_btdc_deg,eoi_deg,lambda,combustion_efficiency_scale,friction_scale_multiplier,Vmin_cm3,CR,power_kW,eta_b,BSFC_g_kWh,pmax_MPa,Tmax_K,state_relative_residual,converged
38,142.19153910351918,161.50290189898547,22.698286874433357,612.9437345798368,1.1187268753596245,1.0159250462233171,0.9994210432010494,55.64561760540804,8.353624973485394,35.539856126724295,0.3225311185167798,256.5911192390871,3.4920759369549916,2541.9299569668738,1.8214851562129204e-05,True
39,137.13626437718233,117.30107890036881,26.34723361071639,592.03237511629,1.053837751593416,0.981844999356116,0.9952344035646044,71.30032869122745,6.739061948230447,36.99842916967382,0.2967391491979537,278.89350263805994,3.326748936540726,2749.8877044699534,3.047493559946407e-06,True
40,141.5781346531153,62.468394681430404,18.362377346376785,590.7577926373839,1.136634564342141,1.0376208300821645,1.0289850066774864,57.5503483747539,8.110243723001561,38.54574024806299,0.31976855059580844,258.80788006029746,3.447473186836649,2684.0722266821485,9.986531489887482e-06,True
41,137.38164592809107,89.2328483514163,11.627123012874312,576.8594903559001,1.0662532648551426,0.9832406513850817,0.9895471830829543,70.54261817076072,6.800706209934174,34.1902882118627,0.27623653801435943,299.5933169613977,2.6848460058209738,2643.8266745425526,7.905415061584384e-06,True
42,137.96531925098932,95.03299085988473,13.96163322460082,576.570372912538,1.09667205112021,1.0275696504209766,0.9503303224562805,68.73944912330676,6.952869982331658,35.36141143826604,0.2959879743098579,279.60129421683365,2.840177406557255,2670.3333765937773,4.1617767238460945e-06,True
43,144.71575788524785,86.93544944710244,26.079437676633212,611.0989932479764,1.1110736353068384,0.9766813926550743,0.9274352063512625,47.791321674709174,9.562161265874577,39.271663175036004,0.32841427748680313,251.99458842948968,4.267859611612922,2562.8378754942332,1.7254080083834578e-06,True
44,148.6485342554647,137.94745624400312,15.921274796016949,615.9706021964267,1.0101148722394515,1.0174043057946893,1.050374594589685,35.49934782787367,12.526887909947753,43.14078520840943,0.34574737651677123,239.36152899670887,4.44388847291777,2653.1991808266976,4.231607640187751e-06,True
45,143.06621559308434,41.50124761458858,22.630369713940297,587.8915373746966,1.054071995175895,0.9926757089797857,1.0574987896576655,52.92697420353966,8.731350779935209,41.799565719164214,0.319600311006782,258.9441181360397,4.0255784828902,2767.659654591055,1.167120479127664e-05,True
46,132.69301813443653,43.29810281808419,25.958567727204255,581.2669512413695,1.0573480468223166,0.9872673512946949,1.096937187248757,84.98583324869162,5.81488487723272,36.684731477065974,0.27938911512513837,296.2127592286035,3.0619568724043367,2858.3759440934814,1.5529006952022044e-06,True
47,146.41468372815712,157.25581782118056,19.375335656053675,618.547997038987,0.9920309171019731,1.0255853941688222,1.0537630769410045,42.489764619913444,10.630484116552882,42.32578807190387,0.34323730439030803,241.11196432060092,4.256623873211172,2722.130915104551,2.5474523048693937e-06,True
48,133.94353278662368,114.05448800861656,25.50095952038984,596.1294148839119,1.1317700928817027,0.9897955008360818,0.9697179836214124,81.14057753158811,6.04306249396421,33.459727508916174,0.2855435936723817,289.828322272249,2.885439256411663,2646.943680821594,6.299955890726513e-06,True
49,143.3084683002365,99.9277105004416,14.003730961231469,589.2272458178253,1.0200115711858455,0.9907408109164475,0.9838890497887314,52.17345962555809,8.843010722787007,39.942036427083025,0.30749477610334053,269.13829801727195,3.450511638766499,2721.550266677106,1.2399120779413586e-06,True
50,144.18961600533123,118.06660071498179,16.440805154555722,618.324330649869,1.1268665103143236,1.0173258959110965,1.0236628040843365,49.430641779380686,9.278205351135819,36.370258174576264,0.3213552673349432,257.5299959324994,3.44614185722356,2500.91200549165,3.615631224740699e-07,True
51,133.75618618353283,133.34288494614475,24.453775646340404,612.5066849606452,1.1338632493952367,1.033928310024396,0.9390354461468395,81.71696499184206,6.007491447204358,33.47841886431915,0.2971904642468173,278.46997345420874,2.836773720581635,2669.2490343722475,4.376952454152095e-06,True
