sample_size,seed,weights,d_mm,overlap_deg,ign_btdc_deg,eoi_deg,lambda,robust_score,power_kW,eta_b
20000,20260816,"(0.4, 0.25, 0.2, 0.15)",149.33206840696582,70.85552091941476,29.958173195130794,596.9341062899681,0.9917914104426482,0.7338102630514853,47.695807703261295,0.3545991193700504
50000,20260817,"(0.4, 0.25, 0.2, 0.15)",148.48187312312353,58.67854278433915,28.582862585956807,593.4361630271908,0.9897724390409207,0.7349943134256208,47.91988517235115,0.3541793543160789
80000,20260818,"(0.4, 0.25, 0.2, 0.15)",149.45362944109624,29.39247441844673,29.25591062801409,598.4974934670935,0.9832700509557623,0.7344350065334353,47.54388736283567,0.35176162490766383
50000,20260819,"(0.3, 0.3, 0.25, 0.15)",148.929586227685,40.12768772051797,29.67174273923658,594.4841090252661,0.9899073057484811,0.7429903528679476,47.73920625369411,0.3526195258484365
50000,20260820,"(0.5, 0.2, 0.15, 0.15)",149.3387830923714,25.348045951866112,26.82351411083448,594.978776444494,0.9806946187494694,0.7306034036262563,47.48529590947273,0.3501813533884902
