eccentric_shaft_angle_deg,gas_torque_chamber_A_Nm,gas_torque_chamber_B_Nm,gas_torque_chamber_C_Nm,gas_torque_total_Nm,mean_mechanical_loss_torque_Nm,conditional_shaft_torque_Nm
194.0,45.461491183193665,2.2555535265729802,-20.14778083075411,27.569263879012535,4.098595965841337,23.470667913171198
195.0,44.15200617721285,2.412711758504568,-20.437449667198813,26.127268268518606,4.098595965841337,22.02867230267727
196.0,42.86714404259436,2.569406877544346,-20.73042889013233,24.706122030006377,4.098595965841337,20.60752606416504
197.0,41.60689062636775,2.725676823323523,-21.026779842445155,23.30578760724612,4.098595965841337,19.207191641404783
198.0,40.37120517781971,2.8815762781252126,-21.326564897619583,21.926216558325343,4.098595965841337,17.827620592484006
199.0,39.16002187697965,3.0372086101415827,-21.629847474804507,20.567383012316725,4.098595965841337,16.468787046475388
200.0,37.97325131666862,3.1929477745433332,-21.936692053655808,19.22950703755615,4.098595965841337,15.130911071714813
201.0,36.81078193764941,3.351121515389469,-22.247164188898548,17.914739264140326,4.098595965841337,13.81614329829899
202.0,35.672481416602,3.507290103318927,-22.56133052456389,16.618440995357037,4.098595965841337,12.5198450295157
203.0,34.558198006820284,3.662591031594579,-22.879258807848164,15.3415302305667,4.098595965841337,11.242934264725363
204.0,33.467761831680214,3.814870218562895,-23.2010179025394,14.081614147703707,4.098595965841337,9.98301818186237
205.0,32.4009861310722,3.9657576496500075,-23.526677801950537,12.840065978771673,4.098595965841337,8.741470012930336
206.0,31.35766846111914,4.116126111093974,-23.85630964129402,11.617484930919098,4.098595965841337,7.51888896507776
207.0,30.337591847616736,4.261080438825596,-24.189985709427017,10.408686577015313,4.098595965841337,6.310090611173976
208.0,29.340525893736434,4.4142136948451665,-24.52777945989208,9.22696012868952,4.098595965841337,5.128364162848182
209.0,28.366227842625293,4.5676258802045,-24.86976552116999,8.064088201659803,4.098595965841337,3.9654922358184663
210.0,27.414443595617733,4.7166357843366535,-25.216019706056912,6.915059673897474,4.098595965841337,2.816463708056137
211.0,26.484908686847614,4.86333409601826,-25.566619020069773,5.781623762796102,4.098595965841337,1.6830277969547645
212.0,25.577349215111784,5.008333216172861,-25.921641668767144,4.6640407625175015,4.098595965841337,0.5654447966761644
213.0,24.69148273389165,5.151753257320084,-26.28116706296312,3.562068928248614,4.098595965841337,-0.5365270375927231
