theta_deg,mass_kg,fresh_mass_kg,internal_energy_J,work_J,wall_heat_J,pressure_Pa,temperature_K,volume_m3,dV_ddeg_m3,mfuel_per_cycle_kg,p_in_effective_Pa
-1.0,0.00044562485911538917,0.0004251688979243208,300.2758250002811,-28.668091503136626,1.6803428538021434,2950931.6085777488,938.4832261430361,4.067416790010761e-05,-2.7699049498666915e-08,2.9326056611725016e-05,101325.0
0.0,0.0004456224191351031,0.00042516656994887693,303.32287917347736,-28.709103284804392,1.7591244964178858,2981891.581943649,948.0116918101699,4.066031821910406e-05,0.0,2.9326056611725016e-05,101325.0
1.0,0.0004456199663459945,0.0004251642297525867,306.6355771627256,-28.667514554235286,1.840251346850508,3013431.457437912,958.3705426734953,4.067416790010761e-05,2.7699049498666915e-08,2.9326056611725016e-05,101325.0
2.0,0.0004456175014028991,0.0004251618779602262,310.227948959405,-28.541574343109964,1.9239076261065358,3045624.1504272674,969.6036420268346,4.0715715068093116e-05,5.539434898942492e-08,2.9326056611725016e-05,101325.0
3.0,0.00044561502494690967,0.00042515951518345946,314.1132162767072,-28.329487393360722,2.0102876837705828,3078532.0854015127,981.7523279903774,4.078495409823912e-05,8.308214897205615e-08,2.9326056611725016e-05,101325.0
4.0,0.00044561253760811673,0.0004251571420234534,318.3037158003923,-28.02940822827218,2.0995953602046216,3112206.091653199,994.855173555563,4.0881875616689294e-05,1.1075870096165612e-07,2.9326056611725016e-05,101325.0
5.0,0.000445610040008669,0.0004251547590737976,322.81082309830845,-27.639436912198843,2.1920432716378073,3146684.4329115907,1008.9477486779227,4.100646650182151e-05,1.3842025799611847e-07,2.9326056611725016e-05,101325.0
6.0,0.0004456075327660729,0.00042515236692365247,327.64487782163604,-27.157616651579517,2.287852017839975,3181991.9892689553,1024.0623863963342,4.11587098860243e-05,1.6606307514341385e-07,2.9326056611725016e-05,101325.0
7.0,0.00044560501649664375,0.00042514996616104195,332.8151108305413,-26.58193335728246,2.3872493126040832,3218139.60649131,1040.227954956383,4.133858515798048e-05,1.9368341000859355e-07,2.9326056611725016e-05,101325.0
8.0,0.00044560249181901755,0.00042514755737620423,338.329573871589,-25.910317252562507,2.4904690378865846,3255123.6242125556,1057.4696378989734,4.154606796545758e-05,2.2127752324044996e-07,2.9326056611725016e-05,101325.0
9.0,0.000445599959357632,0.0004251451411649128,344.19507242431393,-25.140646573033877,2.5977502231700647,3292925.5906945094,1075.8087240443397,4.1781130218604805e-05,2.4884167903776507e-07,2.9326056611725016e-05,101325.0
10.0,0.00044559741974608814,0.00042514271813168394,350.41710232027225,-24.270753366088798,2.7093359524142775,3331512.1679246044,1095.26240925773,4.204374009375577e-05,2.7637214565507763e-07,2.9326056611725016e-05,101325.0
11.0,0.00044559487363030883,0.00042514028889278997,356.99979072016936,-23.298431358158375,2.825472201839357,3370835.2269448317,1115.8436118277607,4.2333862037737175e-05,3.0386519590790245e-07,2.9326056611725016e-05,101325.0
12.0,0.000445592321671419,0.0004251378540790076,363.9458420137536,-22.221445820120433,2.9464066127230755,3410832.1295794244,1137.5608032232042,4.265145677268189e-05,3.3131710767733087e-07,2.9326056611725016e-05,101325.0
13.0,0.0004455897645482822,0.0004251354143380378,371.2564891834686,-21.037545324941593,3.072387204372899,3451426.189261209,1160.4178559200363,4.2996481301346745e-05,3.587241644139465e-07,2.9326056611725016e-05,101325.0
